S. No,Br. No ,Br. Date ,Recid,Main_Category,Passed_Category,Contractor_name,Description_Kan,Description_Eng,Bill Pass Date,Bill Pass Amt,Paid Date,Paid Amt
1903,7774,02-Jan-14,59725,Others Contegency,Others,R.K. Arts and Graphics,zÀ.gÁ. ¨ÉĂAzÉæAiÀÄªÀgÀ ªÀÄÆwđ GzÁÏl£Á ¸ÀªÀiÁgÀA¨sÀzÀ ¤«ÄvÀÛ 2*3 ¥sÀÆl  C¼ÀvÉAiÀÄ 2 £ÀA UÁæ£ÉÊl PÀ®ÄèUÀ¼À£ÀÄß ¥ÀÆgÉÊ¸ÀÄªÀzÀÄ ºÁUÀÆ PÉvÀÛ£ÉAiÀÄ  PÉ®¸À ªÀiÁqÀÄªÀzÀÄ ºÁUÀÆ r.n.¦ PÉ®¸À EvÁå¢ ¸ÉĂjzÀAvÉ  ¥ÀÆtđ PÉ®¸À ¤ªÀđ»¸ÀÄªÀzÀÄ.,Repair and Maintance Works at Dr.D.R.Bendre Statue in ward No : 03,17-Jan-14,11760,12-Feb-14,11760
1904,7898,08-Jan-14,60458,Others Contegency,Others,Vijay Shamiyana Supplyers,¢:6-12-2013 gÀAzÀÄ CA¨ÉĂqÀ̀gÀªÀgÀ ªÀÄºÁ¥Àj¤ªÁđºÀt PÁAiÀÄđPÀæªÀÄPÉ̀ ±Á«ÄAiÀiÁ£À ªÀåªÀ¸ÉÜ ªÀiÁrzÀ ©®Äè ¸ÀAzÁAiÀÄ PÀÄjvÀÄ.,Arrangment for Shyamiyan for Mahapari nivrvahana day dated on 6-12-2013,18-Jan-14,69540,12-Feb-14,69540
1905,7897,08-Jan-14,60455,Others Contegency,Others,Vijay Shamiyana Supplyers,¢:4-12-2013 CA¨ÉĂqÀ̀gÀªÀgÀ ¥ÀÄtåwy PÁAiÀÄđPÀæªÀÄ CAUÀªÁV ¥ÀÄ£Á PÁAiÀiđPÀæªÀÄPÉ̀ ºÉÆgÀqÀÄªÀ zÀ°vÀ ¸ÀAWÀluÉ PÉÆĂjPÉ ªÉÄĂgÉUÉ ±Á«ÄAiÀiÁ£À ªÀåªÀ¸ÉÜ ªÀiÁrzÀƯgÀ ©®Äè ¸ÀAzÁAiÀÄ PÀÄjvÀÄ.,Ambedkar Death anniversary on 4-12-2013 going to Pune function from Dalita sanga doing arrangment for shyamiyan,18-Jan-14,69540,12-Feb-14,69540
1906,8069,16-Jan-14,55071,Others Contegency,Others,Hubli-Dharwad BMW comman treatment facility Tarihal Hubli,£ÀªÀ£ÀUÀgÀ C¯ÉÆĂ¥ÀyPï zÀªÁSÁ£É ºÀÄ§â½îAiÀÄ ªÉÊzÀåQĂAiÀÄ vÁådå ªÀ¸ÀÄÛUÀ¼À ¤ªÀđºÀuÉAiÀÄ ©®Äè ¸ÀAzÁAiÀÄ ªÀiÁqÀÄªÀ PÀÄjvÀÄ. (r¸ÉA§gï-2013),Disposal of hospital medical waste bill for Navanagar hosp.Hbl..for the month of December-2013,18-Jan-14,350,12-Feb-14,350
1907,7616,27-Dec-13,60278,Others Contegency,Others,Global Traders Hubli,ªÀÄºÁ£ÀUÀgÀ ¥Á°PÉAiÀÄ alUÀÄ¦à D¸ÀàvÉæ ºÁUÀÆ EvÀgÀ J®è D¸ÀàvÉæUÀ½UÉ OµÀzsÀ ¥ÀÆgÉÊ¹zÀ ©®Äè ¸ÀAzÁAiÀÄ PÀÄjvÀÄ.,Purchasing of Medicine to all Hospitals,21-Jan-14,570582,12-Feb-14,570582
1908,8045,16-Jan-14,55119,Others Contegency,Others,Hubli-Dharwad BMW comman treatment facility Tarihal Hubli,ºÀ¼ÉĂºÀÄ§â½î D¸ÀàvÉæAiÀÄ ªÉÊzÀåQĂAiÀÄ vÁådå ªÀ¸ÀÄÛUÀ¼À ¤ªÀđºÀuÉAiÀÄ ©®Äè ¸ÀAzÁAiÀÄ ªÀiÁqÀÄªÀ PÀÄjvÀÄ. (r¸ÉA§gï-2013).,Disposal of Hospital Medical waste bill for Oldhubli Hosp.Hbl. for the month of December-2013,21-Jan-14,2046,12-Feb-14,2046
1909,7717,01-Jan-14,60105,Others Contegency,Others,Vijay Shamiyana Supplyers,¢£ÁAPÀ: 01-11-2013 gÀ PÀ£ÁđlPÀ gÁeÉÆĂvÀ́ªÀ CAUÀªÁV ¸ÁªÀđd¤PÀ ¥ÀæwªÉÄUÀ½UÉ ºÁUÀÆ ªÀÈvÀÛUÀ½UÉ ¢Ă¥Á®APÁgÀ ªÀiÁqÀÄªÀÅzÀÄ.,"Electric Decoration to Karnataka Rajotasava to statue and Garden and Buildings of HDMC,Hubli.",22-Jan-14,56870,12-Feb-14,56870
1910,8033,13-Jan-14,60584,Others Contegency,Others,Asangi M A,²æĂ JA.J D¸ÀAV EªÀgÀÄ ©qÁr zÀ£ÀUÀ¼À£ÀÄß »rzÀÄ ¥ÁAdgÀ¥ÉÆĂ¼À ¸ÀA¸ÉÜUÉ ¸ÁV¹zÀÄƯ ¸ÀzÀgÀ ©®è£ÀÄß ¸ÀAzÁAiÀÄ ªÀiÁqÀÄªÀ PÀÄjvÀÄ,Sri M.A. Asangi he is Catching of Stray Chattels and transport to Panjarpole regarding bill,28-Jan-14,55200,12-Feb-14,55200
1911,6302,31-Oct-13,59413,Others Contegency,Others,Adechem India,£Á¬Ä ªÀiÁvÉæUÀ¼À£ÀÄß RjĂ¢ü¹zÀƯgÀ ©®Äè ¸ÀAzÁAiÀÄzÀ PÀÄjvÀÄ. ,"Regarding Purchase of Dog Destroyed Tablets Bill payment of Adechem India, Vita milk Plant Ambala City",31-Jan-14,98000,12-Feb-14,98000
1912,3477,25-Jul-13,57623,Others Contegency,Others,Biradar P N,¯ÁªÁđ ¸À«ÄĂPÉë PÁAiÀÄđzÀ°è ¸ÀéAiÀÄA ¸ÉĂªÀPÀjUÉ G¥ÀºÁgÀ ¤ĂrzÀ ºÀt ¸ÀAzÁAiÀÄzÀ PÀÄjvÀÄ.,Regarding Payment of  Volunteers Tiffin Served in Larva Programme,31-Jan-14,36505,12-Feb-14,36505
1913,7841,06-Jan-14,60291,Others Contegency,Others,Shri Ganesh Electric Decorators Hubli,¢£ÁAPÀ: 01-11-2013 gÀ PÀ£ÁđlPÀ gÁeÉÆĂvÀ́ªÀ CAUÀªÁV PÀZÉĂj PÀlÖqÀUÀ½UÉ ªÀÄvÀÄÛ PÀZÉĂj ªÀÄÄA¢£À GzÁå£ÀªÀ£ÀzÀ°è ¢Ă¥Á®APÁgÀ ªÀiÁrzÀƯgÀ ©®Äè ¸ÀAzÁAiÀÄ PÀÄjvÀÄ.,"Electric Decoration to Karnataka Rajotasava to  Garden and Buildings of HDMC,Hubli",31-Jan-14,39850,12-Feb-14,39850
1914,7775,02-Jan-14,60345,Others Contegency,Others,Shanmukh Enterprises,ÀĐªÀ®AiÀÄ PÀZÉĂj £ÀA.5 gÀ PÀZÉĂjUÉ CªÀ±ÀåPÀªÁzÀ ¸ÉÖĂ±À£Àj ¸ÁªÀÄVæUÀ¼ÀÄ ¥ÀÆgÉÊ¹zÀ ©®è ¸ÀAzÁAiÀÄ PÀÄjvÀÄ.,Printing and stationary material purchased bill for Zonal No 5.,01-Feb-14,7287,12-Feb-14,7287
1915,8302,28-Jan-14,60880,Others Contegency,Others,Joshi R.M. Motors,ªÀiÁ£Àå DAiÀÄÄPÀÛgÀÄ ªÁºÀ£ÀzÀ  £ÀªÀíA§gï-2013£ÉĂ wAUÀ¼À ¥ÉĂmÉÆæĂ¯ï ©®Äè ¸ÀAzÁAiÀÄ PÀÄjvÀÄ. (PÉJ-25 JªÀiïf-199),Commissioners car petrol bill November-2013 (KA-25 MG-199),03-Feb-14,4791,12-Feb-14,4791
1916,8303,28-Jan-14,60881,Others Contegency,Others,Joshi R.M. Motors,ªÀiÁ£Àå DAiÀÄÄPÀÛgÀÄ ªÁºÀ£ÀzÀ  r¸ÉA§gï-2013£ÉĂ wAUÀ¼À ¥ÉĂmÉÆæĂ¯ï ©®Äè ¸ÀAzÁAiÀÄ PÀÄjvÀÄ. (PÉJ-25 JªÀiïf-199),Commissioners car petrol bill December-2013 (KA-25 MG-199),03-Feb-14,6426,12-Feb-14,6426
1917,8266,28-Jan-14,56921,Others Contegency,Others,Yallappa K Gadadi,"²æĂ AiÀÄ®è¥Àà PÉ UÀzÁqÉ, AiÀÄÄ.¦.J¸ï.¹. ¸É¯ï ºÀÄ§â½î EªÀgÀ ¸ÉĂªÁ ¨sÀzÀævÁ oÉĂªÀtÂ ©®Äè ¸ÀAzÁAiÀÄ ªÀiÁqÀÄªÀ PÀÄjvÀÄ.",UPSC Cell Hubli  Reg. Security Deposite Bill of Shri Yallappa Gadade,03-Feb-14,10000,12-Feb-14,10000
1918,8365,30-Jan-14,60738,Others Contegency,Others,A-1 Arts Hubli,ªÀ®AiÀÄ PÀZÉĂj £ÀA-7gÀ ªÁå¦ÛAiÀÄ°è £ÁªÀÄ¥sÀ®PÀUÀ¼À£ÀÄß vÀAiÀiÁj¹zÀƯgÀ ©®è ¸ÀAzÁAiÀÄ PÀÄjvÀÄ.,Zonal No: 07 Approved bill of Informatory name boards.,03-Feb-14,59100,12-Feb-14,59100
1919,8389,31-Jan-14,55547,Others Contegency,Others,Hubli-Dharwad BMW comman treatment facility Tarihal Hubli,PÁªÀÄ£ÀPÀnÖ ºÉjUÉ D¸ÀàvÉæAiÀÄ ªÉÊzÀåQĂAiÀÄ vÁådå ªÀ¸ÀÄÛUÀ¼À ¤ªÀđºÀuÉAiÀÄ r¸ÉA§gï-13 £ÉĂ wAUÀ½£À ©®Äè,"Disposal of Hospital Medical waste bill for Kamanakatti Mat, Hosp.Dwd.",04-Feb-14,558,12-Feb-14,558
1920,8301,28-Jan-14,60870,Others Contegency,Others,Shri Renuka Shamiyana Suppliers,¢:31-12-2013 gÀAzÀÄ qÁ|| ©.Dgï.CA¨ÉĂqÀ̀gÀ gÀªÀgÀ ¥ÀæwªÉÄ ºÀwÛgÀ zÀ°vÀ AiÉÆĂzsÀgÀ «dAiÉÆĂvÀ́ªÀ ©üĂªÀiÁ PÉÆĂgÉUÁAªÀ ¥ÀÄ£Á ZÀ¯ÉÆĂ PÁAiÀÄđPÀæªÀÄPÉ̀ ±Á«ÄAiÀiÁ£À ªÀåªÀ¸ÉÜ ªÀiÁrzÀ ªÉÆvÀÛªÀ£ÀÄß ¥ÁªÀw¸À®Ä PÀÄjvÀÄ.,Arrangment for Shamiyan of dalita yodhara vijayothsava bhima koregav puna chalo program dated on 31-12-2013,05-Feb-14,56520,12-Feb-14,56520
1921,7815,27-Dec-12,52746,Others Contegency,Others,P.S.Shyagavi,¥ÉÆ¸ÀÖ¯ï ¸ÁÖA¥À RjĂ¢¹zÀgÀ ©®Äè ²æĂ ¦ J¸ï ±ÁåUÁ« EªÀjUÉ ¸ÀAzÁAiÀÄ ªÀiÁqÀÄªÀ PÀÄjvÀÄ,Purchase of postal stamp pay to Shri P S Shagavi,04-Feb-14,2000,12-Feb-14,2000
1922,8514,06-Feb-14,55562,Others Contegency,Others,Hubli-Dharwad BMW comman treatment facility Tarihal Hubli,alUÀÄ¦à D¸ÀàvÉæAiÀÄ ªÉÊzÀåQĂAiÀÄ vÁådå ªÀ¸ÀÄÛUÀ¼À ¤ªÀđºÀuÉAiÀÄ ©®Äè ¸ÀAzÁAiÀÄ ªÀiÁqÀÄªÀ PÀÄjvÀÄ. (d£ÉĂªÀj-2014).,Disposal of Hospital Medical waste bill for Chitaguppi Hosp.Hbl. for the month of Jan-2014.,06-Feb-14,7998,12-Feb-14,7998
1923,8512,06-Feb-14,61132,Others Contegency,Others,Deven Agencies Hubli,ªÀÄºÁ£ÀUÀgÀ ¥Á°PÉAiÀÄ ªÁºÀ£ÀUÀ½UÉ EAzsÀ£À ¥ÀÆgÉÊPÉ ªÀiÁrzÀ ©¯ï ¸ÀAzÁAiÀÄ PÀÄjvÀÄ. 16-01-2014 jAzÀ 31-01-2014 gÀªÀgÉUÉ,Bill for Supply of Diesel to all Vehicles of HDMC. 16-01-2014 to 31-01-2014,12-Feb-14,280667,12-Feb-14,280667
1924,8501,05-Feb-14,61123,Others Contegency,Others,Charantimath Associates,ªÀÄºÁ£ÀUÀgÀ ¥Á°PÉAiÀÄ ºÁUÀÆ gÁdå ¸ÀgÀPÁj £ËPÀgÀgÀ 2012-13 £ÉĂ ¸Á°£À nrJ¸ï ¥sÁªÀÄđ £ÀA 16 £ÀÄß ªÀiÁrzÀÄƯ ZÀgÀAwªÀÄoÀ C¸ÉÆĂ¹AiÉÄmḯ ZÁlđgïØ CPËAlAmḯªÀjUÉ ¸ÀªÀiÁ¯ÉÆĂZÀ£Á ±ÀÄ®̀ ¥ÁªÀw¸ÀÄªÀ §UÉÎ.,Consultancy fees paid to M/c Charantimath Associates chartered accountants for the period of 2012-13,07-Feb-14,70750,13-Feb-14,70750
1925,8502,05-Feb-14,61124,Others Contegency,Others,Charantimath Associates,ªÀÄºÁ£ÀUÀgÀ ¥Á°PÉAiÀÄ ºÁUÀÆ gÁdå ¸ÀgÀPÁj £ËPÀgÀgÀ 2012-13 £ÉĂ ¸Á°£À nrJ¸ï ¥sÁªÀÄđ £ÀA 16 £ÀÄß ªÀiÁrzÀÄƯ ZÀgÀAwªÀÄoÀ C¸ÉÆĂ¹AiÉÄmḯ ZÁlđgïØ CPËAlAmḯªÀjUÉ ¸ÀªÀiÁ¯ÉÆĂZÀ£Á ±ÀÄ®̀ ¥ÁªÀw¸ÀÄªÀ §UÉÎ.,Consultancy fees paid to M/c Charantimath Associates chartered accountants for the period of 2012-13,07-Feb-14,59500,13-Feb-14,59500
1926,8503,05-Feb-14,61125,Others Contegency,Others,Charantimath Associates,ªÀÄºÁ£ÀUÀgÀ ¥Á°PÉAiÀÄ ºÁUÀÆ gÁdå ¸ÀgÀPÁj £ËPÀgÀgÀ 2012-13 £ÉĂ ¸Á°£À nrJ¸ï ¥sÁªÀÄđ £ÀA 16 £ÀÄß ªÀiÁrzÀÄƯ ZÀgÀAwªÀÄoÀ C¸ÉÆĂ¹AiÉÄmḯ ZÁlđgïØ CPËAlAmḯªÀjUÉ ¸ÀªÀiÁ¯ÉÆĂZÀ£Á ±ÀÄ®̀ ¥ÁªÀw¸ÀÄªÀ §UÉÎ.,Consultancy fees paid to M/c Charantimath Associates chartered accountants for the period of 2012-13,07-Feb-14,73750,13-Feb-14,73750
1927,8519,06-Feb-14,61107,Others Contegency,Others,M/s S.C.Naregal,"«zÀÄåvÀ SÁvÉ, zsÁgÀªÁqÀ PÀZÉĂj ªÁºÀ£À ¸ÀASÉå. PÉ.J-25 JªÀiï-3734 £ÉĂzÀƯPÉ̀ £ÀªÉA§gÀ-2013 gÀ°è r¸ÉĂ¯ï RjĂ¢¹zÀƯgÀ ©® ¸ÀAzÁ¬Ä¸ÀÄªÀ PÀÄjvÀÄ",Payment regarding purchasing of Diesel in the month of  Nov-2013 of Vehicle No KA-25 M-3734 of  Electrical .Dept Dharwad,14-Feb-14,5244,19-Feb-14,5244
1928,8520,06-Feb-14,61109,Others Contegency,Others,M/s S.C.Naregal,"«zÀÄåvÀ SÁvÉ, zsÁgÀªÁqÀ PÀZÉĂj ªÁºÀ£À ¸ÀASÉå. PÉ.J-25 JªÀiï-3734 £ÉĂzÀƯPÉ̀ r¸ÉA§gÀ-2013gÀ°è r¸ÉĂ¯ï RjĂ¢¹zÀƯgÀ ©® ¸ÀAzÁ¬Ä¸ÀÄªÀ PÀÄjvÀÄ",Payment regarding purchasing of Diesel in the month of  Dec-2013 of Vehicle No KA-25 M-3734 of  Electrical .Dept Dharwad,14-Feb-14,5185,19-Feb-14,5185
1929,8574,10-Feb-14,60608,Others Contegency,Others,Arati G Avannavar(SDC),ªÀ®AiÀÄ PÀbÉĂj £ÀA.06 gÀ°è PÁAiÀÄđ ¤ªÀđ»¸ÀwÛgÀÄªÀ PÀÄªÀiÁj DgÀw UÀÄgÀÄ¹zÀƯ¥Áà CªÀétÚªÀgÀ J.zÀ.¸À EªÀgÀ ¸ÉĂªÁ¨sÀzÀævÁ oÉĂªÀtÂ ªÀÄgÀÄ ¸ÀAzÁAiÀÄ PÀÄjvÀÄ.,Zonal office no 6 Arati G Avannavar (SDC) refund of SD Amount.,12-Feb-14,30096,19-Feb-14,30096
1930,8611,11-Feb-14,61095,Others Contegency,Others,Renuka Hanumatagouda Patil,"ºÉZï. ºÉZï. ¥ÁnĂ®, ¦üĂ.PÀÆ, «ÄĂlgÀPÁvÉ, ºÀÄ§â½î EªÀgÀÄ ¤zsÀ£ÀgÁVzÀÄƯ CAvÀåQæAiÉÄ ªÉZÀÑzÀ ©®Äè ¸ÀAzÁAiÀÄ ªÀiÁqÀÄªÀ PÀÄjvÀÄ.","H. H. Patil, FC, Meter Section, Hubli for Cremation expenditure bill Reg",12-Feb-14,7500,19-Feb-14,7500
1931,8981,21-Feb-14,61753,Others Contegency,Others,CMR HDMC A/c (Service Tax),ªÀÄºÁ£ÀUÀgÀ ¥Á°PÉAiÀÄ ¸ÁÖ®ÄzÁgÀjAzÀ ¨sÁrUÉ ªÀ¸ÀÆ° ªÀiÁqÀÄªÀ ¸ÀªÀÄAiÀÄzÀ°è ¸ÉĂªÁ vÉjUÉAiÀÄ£ÀÄß ªÀ¸ÀÆ° ªÀiÁrzÀÄƯ ¸ÉĂªÁ vÉjUÉ E¯ÁSÉUÉ ¨sÀgÀuÁ ªÀiÁqÀÄªÀÅzÀÄ.,Regarding Service Tax Paid To Government,22-Feb-14,2000000,25-Feb-14,2000000
1932,8966,20-Feb-14,61629,Others Contegency,Others,Deven Agencies Hubli,ªÀÄºÁ£ÀUÀgÀ ¥Á°PÉAiÀÄ ªÁºÀ£ÀUÀ½UÉ EAzsÀ£À ¥ÀÆgÉÊPÉ ªÀiÁrzÀ ©¯ï ¸ÀAzÁAiÀÄ PÀÄjvÀÄ. 01-02-2014 jAzÀ 15-02-2014 gÀªÀgÉUÉ,Bill for Supply of Diesel to all Vehicles of HDMC. 01-02-2014 to 15-02-2014,22-Feb-14,231875,01-Mar-14,231875
1933,9031,25-Feb-14,61910,Others Contegency,Others,Neelakari Mahindrakar Associates,²æĂ ¤Ă®PÀj ªÀÄ»ĂAzÀæPÀgÀ C¸ÉÆĂ¹AiÀÄĺ ZÁlđqÀđ CPËAĺgÀªÀgÀÄ ºÀÄ.zsÁ.ªÀÄ.¥Á°PÉAiÀÄ ¸À£ï 2010-11 £ÉĂ ¸Á°£À ¯ÉPÀ̀ ¥Àj±ÉÆĂzsÀ£Á PÉÊUÉÆArzÀÄƯ ¸ÀzÀjAiÀÄªÀjUÉ ¯ÉPÀ̀¥Àj±ÉÆĂzsÀ£Á ¸ÉĂªÁ ±ÀÄ®̀ ¥ÁªÀw¸ÀÄªÀ PÀÄjvÀÄ.,HDMC 2010-11 Professional fees pay to M/s Neelakari Mahindrakar Associates. Chartered Accountants,25-Feb-14,280900,01-Mar-14,280900
1934,9055,25-Feb-14,61935,Others Contegency,Others,Khanapur T L (SDC),¯ÉPÀ̀zÀ SÁvÉ(ºÀÄ) ºÀ¼ÉĂ ¯ÉPÀ̀zÀ SÁvÉ ¸ÀéZÀÑvÉUÉ ºÁUÀÆ ¯ÉPÀ̀zÀ SÁvÉ¬ÄAzÀ §AzÀ ªÉÇĂZÀgÀUÀ¼À£ÀÄß §AqÀ¯ï PÀnÖ EqÀÄªÀzÀPÁ̀V ¥ÀÆgÉÊ¹PÉÆAqÀ ¸ÁªÀÄVæUÀ¼À ©®Äè ¸ÀAzÁAiÀÄ PÀÄjvÀ,Account Dept. Hubli Old Account Department Cleaning and Vocher Packed material purchase bill.,28-Feb-14,5200,03-Mar-14,5200
1935,9042,25-Feb-14,61913,Others Contegency,Others,United India Insurance Company Ltd,"ªÀÄºÁ£ÀUÀgÀ ¥Á°PÉ MqÉvÀ£ÀzÀ 2 ªÁºÀ£ÀUÀ¼À E£ÉÆêĂgÉ£À́ CªÀ¢üAiÀÄÄ ªÀÄÄVAiÀÄÄwÛzÀÄƯ, CªÀ¢ü £À«ĂPÀj¸ÀÄªÀ PÀÄjvÀÄ.",Bill for renewal of 2 nos hdmc Vehicles  insurance .,28-Feb-14,4584,03-Mar-14,4584
1936,8446,03-Feb-14,60963,Others Contegency,Others,Mallapur Prakash S (F I),d£ÀªÀj 26 gÀAzÀÄ UÀtgÁeÉÆĂvÀ́ªÀzÀ CAUÀªÁV ªÀÄPÀ̀½UÉ ¹» «vÀgÀuÉ ªÀiÁrzÀÄƯ ¸ÀzÀgÀ ©®è£ÀÄß ²æĂ ªÀÄ¯Áè¥ÀÆgÀ Q.¤.¤ EªÀjUÉ ¸ÀAzÁAiÀÄ ªÀiÁqÀÄªÀ PÀÄjvÀÄ.,January 26 Republic day celebrate Sweet distribute for Children regarding Bill payment To Sri Mallapur Jr H.I,05-Mar-14,15000,10-Mar-14,15000
1937,8103,20-Jan-14,53013,Others Contegency,Others,"M/s Premier Technical Consultants,Bellary","¸À£ï 2012-13 £ÉĂ ¸Á°£À JZï r JªÀiï ¹/J¸ï J¥sï ¹/13 £ÉĂ ¥sÉÊ£Á£À́/ JªÀiï J¯ï J, JªÀiï ¦, J¯ï J r UÁåçAĺUÀ¼À PÁªÀÄUÁjUÀ¼À 3 £ÉĂ ¥ÀPÀëzÀ ¸ÀªÀiÁ¯ÉÆĂZÀPÀjUÁV mÉAqÀgï PÀÄjvÀÄ.","Third Party Supervision for the work under HDMC, SFC, 13th Finance, MP and MLA Grants in Hubli and Dharwad Devisions.",04-Feb-14,240665,11-Mar-14,240665
1938,9298,05-Mar-14,61719,Others Contegency,Others,Gangavati S.S.,ªÀ®AiÀÄ PÀZÉĂj £ÀA.5 gÀ ªÁå¦ÛAiÀÄ°è UÀtgÁeÉÆåĂvÀ́ªÀzÀ CAUÀªÁV FzÁÎ ªÉÄÊzÁ£ÀzÀ°è zsÀéeÁgÉÆĂºÀtPÁ̀V zsÀédzÀ PÀnÖ PÀlÄÖªÀÅzÀÄ ªÉÄÊzÁ£ÀªÀ£ÀÄß ¸ÀéZÀ̉UÉÆ½¸ÀÄªÀÅzÀÄ ªÀ EvÁå¢,Zonal Office No 5 Programme Expences bill for Republic day in Decorates Edga Ground.,05-Mar-14,39200,11-Mar-14,39200
1939,8114,21-Jan-14,60685,Others Contegency,Others,Abdulrajak S Gadavale,"²æĂ C§ÄƯ¯ïgÀeÁPÀ ¸ÀÄ UÀqÀªÁ¯É, PË±À¯Áå©üªÀÈ¢̃ ªÀÄvÀÄÛ fĂªÀ£ÉÆĂ¥ÁAiÀÄ vÀdƠgÀÄ EªÀgÀ ¥ÀæAiÀiÁt ¨sÀvÉå ©®è ¸ÀAzÁAiÀÄ ªÀiÁqÀÄªÀ PÀÄjvÀÄ.","T A Bill of Shri Abdul Razaq S Gadavale, Skill Development Expert HDMC Hubli",22-Jan-14,2110,12-Mar-14,2110
1940,7680,28-Dec-13,60195,Others Contegency,Others,Shanmukh Enterprises,ªÀ®AiÀÄ PÀZÉĂj £ÀA 8 gÀ DgÉÆĂUÀå SÁvÉUÉ CªÀ±ÀåPÀªÁzÀ ¸À®PÀgÀuÉUÀ¼À ¥ÀÆgÉÊ¹PÉÆAqÀ ©®Äè ¸ÀAzÁAiÀÄ PÀÄjvÀÄ.,Bill for the Office expenses office of the Zonal No 8,03-Feb-14,19729,12-Mar-14,19729
1941,8545,07-Feb-14,55938,Others Contegency,Others,Hubli-Dharwad BMW comman treatment facility Tarihal Hubli,ºÉjUÉ D¸ÀàvÉæ §¸ï ¸ÁÖöåAqÀ ºÀwÛgÀ zsÁgÀªÁqÀzÀ K¦æĂ¯ï-13 jAzÀ ªÀiÁZÀđ-2014gÀ ªÀgÉV£ÀÀ ªÉÊzÀåQĂAiÀÄ vÁådå ªÀ¸ÀÄÛUÀ¼À ¤ªÀđºÀuÉAiÀÄ ©®Äè. (d£ÉĂªÀj-14),Disposal of  Medical Waste bill of Near Bus-stand Mat. Hosp.Dharwad,07-Feb-14,4650,12-Mar-14,4650
1942,8399,01-Feb-14,60889,Others Contegency,Others,Karnataka Antibiotics Ltd,D¸ÀàvÉæUÀ½UÉ ¨ÉĂPÁzÀ OµÀzsÀ gÁ¸ÁAiÀÄ¤PÀUÀ¼À£ÀÄß PÉ.J.¦.J¯ï gÀªÀjAzÀ RjĂ¢¹zÀ ©®Äè,Purchasing of Medicine bill to HDMC hospitals by KAPL.,08-Feb-14,579022,12-Mar-14,579022
1943,8474,04-Feb-14,60906,Others Contegency,Others,Karnataka Antibiotics Ltd,PÉ.J.¦.J¯ï. ªÀÄÆ®PÀ ¥Á°PÉAiÀÄ D¸ÀàvÉæUÀ½UÉ OµÀzsÀUÀ¼À£ÀÄß RjĂ¢¹zÀ ©®Äè ¸ÀAzÁAiÀÄ PÀÄjvÀÄ.,Purchasing bill of Medicine to HDMC Hospital by KAPL.,08-Feb-14,94615,12-Mar-14,94615
1944,8475,04-Feb-14,60907,Others Contegency,Others,Karnataka Antibiotics Ltd,PÉ.J.¦.J¯ï. ªÀÄÆ®PÀ ¥Á°PÉAiÀÄ D¸ÀàvÉæUÀ½UÉ OµÀzsÀUÀ¼À£ÀÄß RjĂ¢¹zÀ ©®Äè ¸ÀAzÁAiÀÄ PÀÄjvÀÄ.,Purchasing bill of Medicine to HDMC Hospital by KAPL.,08-Feb-14,65159,12-Mar-14,65159
1945,8635,11-Feb-14,61044,Others Contegency,Others,National Studio Hubli,PÀAzÁAiÀÄ E¯ÁSÉ ªÀiÁgÀÄPÀmÉÖ SÁvÉ¬ÄAzÀ ºÀÄ§â½î «¨sÁUÀzÀ ««zsÀ ¥ÀæzÉĂ±ÀUÀ¼À°è C£À¢üPÀÈvÀ eÁ»ĂgÁvÀÄ ¥sÀ®PÀ vÉgÀÄªÀÅUÉÆ½¹zÀ ºÁUÀÆ ¥ÀÄl¥Ávï ªÉÄĂ¯É ElÖAvÁ ¥sÀ®PÀUÀ¼À£ÀÄß vÉUÉ¹zÀÄƯ F J®è PÁAiÀÄđZÀgÀuÉAiÀÄ «rAiÉÆĂ awæPÀgÀt ºÁUÀÆ ¥ÉÆĂmÉÆ vÉU¹zÀ ©®Äè ¸ÀAzÁAiÀÄ PÀÄjvÀÄ.,Revenue Office Deptarment photo and video coverge bill.,19-Feb-14,10825,12-Mar-14,10825
1946,8570,10-Feb-14,61122,Others Contegency,Others,Janata Bazar Traffic Island Hubli,ªÀ®AiÀÄ PÀZÉĂj £ÀA.06 QæĂ«Ä£Á±ÀPÀ OµÀ¢ü RjĂ¢¹zÀƯgÀ ©®è ¸ÀAzÁAiÀÄ PÀÄjvÀÄ.,"Zonal Office No 6 Pesticides, larvicides and chemicals Purchased bill.",22-Feb-14,17408,12-Mar-14,17408
1947,8569,10-Feb-14,61116,Others Contegency,Others,Janata Bazar Traffic Island Hubli,ªÀ®AiÀÄ PÀZÉĂj £ÀA.06 QæĂ«Ä£Á±ÀPÀ OµÀ¢ü RjĂ¢¹zÀƯgÀ ©®è ¸ÀAzÁAiÀÄ PÀÄjvÀÄ.,"Zonal Office No 6 Pesticides, larvicides and chemicals Purchased bill.",20-Feb-14,31650,12-Mar-14,31650
1948,8992,22-Feb-14,61567,Others Contegency,Others,Chairman All India Council of Mayors,D¯ï EArAiÀiÁ PË¤́¯ï D¥ï ªÉÄĂAiÀÄgÀ́ £ÀÆå zÉºÀ° EªÀjUÉ ªÁ¶đPÀ ZÀAzÁ ºÀt ¸À£ï 2013-14 £ÉĂ ¸Á°£À ºÀt ¸ÀAzÁAiÀÄ PÀÄjvÀÄ.,Annual Membership Fee for the All India Council of members for the financial year-2013-14.,24-Feb-14,20000,12-Mar-14,20000
