S. No,Br. No,Br. Date ,Recid,Main_Category,Passed_Category,Contractor_name,Description_Kan,Description_Eng,Bill Pass Date,Bill Pass Amt,Paid Date,Paid Amt
2451,7178,08-Dec-14,67541,Others Contegency,Others,Asst. Commissioner Zonal Office No 04 Navanagar.,ªÁqÀđ £ÀA.25gÀ°è ««zsÀ AiÉÆĂd£ÉUÀ¼À°è C©üªÀÈ¢Ư PÁªÀÄUÁjUÀ¼À GzÁÏl£Á ¸ÀªÀiÁgÀA¨sÀzÀ PÀÄjvÀÄ.,Ward No.25 Other Ceremonies Programme Expenses Bill,15-Dec-14,99594,15-Dec-14,99594
2452,6802,28-Nov-14,67049,Others Contegency,Others,M/s Navarang Arts,ºÀÄ§â½î-zsÁgÁªÁqÀ ªÀÄºÁ£ÀUÀgÀ ¥Á°PÉAiÀÄ J®è ZÀÄ£Á¬ÄvÀ ¸ÀzÀ¸ÀåjUÉ UÀÄgÀÄw£À aĂn ¤ĂqÀÄªÀ PÀÄjvÀÄ.,Work Order for Supply of Identity Cards to Corporators of HDMC.,15-Dec-14,10360,15-Dec-14,10360
2453,7226,10-Dec-14,68238,Others Contegency,Others,Madar Anjaneya N,zsÁgÀªÁqÀ «¨ÁUÀzÀ «ÄĂlgÀ SÁvÉAiÀÄ°è PÁAiÀÄđ¤ªÀđ»¸ÀÄwÛgÀÄªÀ ²æĂ CAd£ÀAiÀÄå £À®èAiÀÄå ªÀiÁzÀgÀ J.zÀ.¸À EªÀgÀ ¸ÉĂªÁ ¨sÀzÀævÉ ºÀt ªÀÄgÀ½ ¸ÀAzÁAiÀÄ ªÀiÁqÀÄªÀ PÀÄjvÀÄ.,Dharwad division Meter Section Shri Anjanaya N Madar  S.D.C  SD refund bill.,16-Dec-14,18755,19-Dec-14,18755
2454,7224,10-Dec-14,68243,Others Contegency,Others,Vagarnal Siddappa H (SDC),zsÁgÀªÁqÀ «¨ÁUÀzÀ «ÄĂlgÀ SÁvÉAiÀÄ°è PÁAiÀÄđ¤ªÀđ»¸ÀÄwÛgÀÄªÀ ²æĂ ¹zÀƯ¥Áà ºÀ£ÀªÀÄAvÀ¥Àà ªÀUÀgÀ£Á¼À J.zÀ.¸À EªÀgÀ ¸ÉĂªÁ ¨sÀzÀævÉ ºÀt ªÀÄgÀ½ ¸ÀAzÁAiÀÄ ªÀiÁqÀÄªÀ PÀÄjvÀÄ.,Dharwad division Meter Section Shri Siddappa Hanumantappa Vagarnal S.D.C  SD refund bill.,16-Dec-14,21069,19-Dec-14,21069
2455,7225,10-Dec-14,68242,Others Contegency,Others,Matadmani S B (SDC),zsÁgÀªÁqÀ «¨ÁUÀzÀ «ÄĂlgÀ SÁvÉAiÀÄ°è PÁAiÀÄđ¤ªÀđ»¸ÀÄwÛgÀÄªÀ ²æĂ ¸ÀAvÉÆĂµÀ © ªÀÄoÀzÀªÀÄ¤ J.zÀ.¸À EªÀgÀ ¸ÉĂªÁ ¨sÀzÀævÉ ºÀt ªÀÄgÀ½ ¸ÀAzÁAiÀÄ ªÀiÁqÀÄªÀ PÀÄjvÀÄ.,Dharwad division Meter Section Shri Santosh B Matadhmani  S.D.C  SD refund bill.,16-Dec-14,21069,19-Dec-14,21069
2456,6560,20-Nov-14,67419,Others Contegency,Others,Blue Star Communications,ºÀÄ.«.ªÁ.£ÀA. 47 gÀ°è alUÀÄ¦à D¸ÀàvÉæ DªÀgÀtzÀ°ègÀÄªÀ ªÀiÁ£Àå ¯ÉÆĂPÀ ¸À¨sÁ ¸ÀzÀ¸ÀågÁzÀ ²æĂ.¥Àæ¯ÁízÀ eÉÆĂ² EªÀgÀ PÀZÉĂjAiÀÄ°è AiÀÄÄ.¦.J¸ï.C¼ÀªÀr¸ÀÄªÀ PÀÄjvÀÄ.,Supplying and Fixing of UPS at MP Office at ward no. 47 Hubli Division,17-Dec-14,62016,19-Dec-14,62016
2457,6559,20-Nov-14,67382,Others Contegency,Others,Blue Star Communications,ºÀÄ.zsÁ.ªÀÄ.¥Á°PÉAiÀÄ (ºÀÄ) ZÀÄ£ÁªÀuÉ PÁAiÀiÁđ®AiÀÄzÀ°è (73) AiÀÄÄ.¦.J¸ï.C¼ÀªÀr¸ÀÄªÀ PÀÄjvÀÄ.,Providing UPS at 73 Election Office HDMC Hubli.,15-Dec-14,71428,19-Dec-14,71428
2458,7455,19-Dec-14,68440,Others Contegency,Others,District Commissioner and Chairman  Dwd Utsava-07,zsÁgÀªÁqÀ f¯Áè GvÀ́ªÀ 2014 PÁAiÀÄđPÀæªÀÄPÉ̀ 25 ®PÀë ©qÀÄUÀqÉ ªÀiÁqÀÄªÀ PÀÄjvÀÄ,HDMC 25 Lakhs Grant for Dharwad Utsava 2014 Program,19-Dec-14,2500000,19-Dec-14,2500000
2459,6424,17-Nov-14,67164,Others Contegency,Others,Blue Star Communications,ºÀÄ.«.ªÁA. 47 gÀ°è ºÀÄ.zsÁ.ªÀÄ.¥Á°PÉAiÀÄ PÉĂAzÀæ PÀZÉĂjAiÀÄ ¸ÀªÀđgÀ gÀÆªÀÄ£À°ègÀÄªÀ AiÀÄÄ.¦.J¸ï.¹¸ÀÖªÀiï£À ¨ÁåljUÀ¼À£ÀÄß C¼ÀªÀr¸ÀÄªÀ PÀÄjvÀÄ.,"Supplying and fixing of Batteries in Server room of ward no. 47 HDMC, of Hubli division.",17-Dec-14,64872,19-Dec-14,64872
2460,6425,17-Nov-14,67166,Others Contegency,Others,Blue Star Communications,ºÀÄ.«.ªÁ.£ÀA. 47 gÀ°è ºÀÄ.zsÁ.ªÀÄ.¥Á°PÉAiÀÄ PÉĂAzÀæ PÀZÉĂjAiÀÄ PÀAmÉÆĂ¯ï gÀÆªÀÄ£À°ègÀÄªÀ AiÀÄÄ.¦.J¸ï.¹¸ÀÖªÀÄ£À ¨ÁåljUÀ¼À£ÀÄß C¼ÀªÀr¸ÀÄªÀ PÀÄjvÀÄ.,"Supplying and fixing of Battries to Control room of HDMC, Hubli",17-Dec-14,71604,19-Dec-14,71604
2461,6423,17-Nov-14,67165,Others Contegency,Others,Blue Star Communications,ºÀÄ.«.ªÁ.£ÀA. 47 gÀ°è alUÀÄ¦à D¸ÀàvÉæ DªÀgÀtzÀ°ègÀÄªÀ ªÀiÁ£Àå ¯ÉÆĂPÀ ¸À¨sÁ ¸ÀzÀ¸ÀågÁzÀ ²æĂ. ¥Àæ¯ÁízÀ eÉÆĂ² EªÀgÀ PÀZÉĂjAiÀÄ°è AiÀÄÄ.¦.J¸ïUÉ ¨ÁåljUÀ¼À£ÀÄß C¼ÀªÀr¸ÀÄªÀ PÀÄjvÀÄ.,Suppling and fixing of Batteris to Chitguppi Hospital campous in Member of Parliment Shri Pralhad joshi office.,17-Dec-14,77724,19-Dec-14,77724
2462,7609,24-Dec-14,68525,Others Contegency,Others,Asst Exeutive Eng O & M Sub Division Hescom CSD-II Hubli,ºÀÄ.«.ªÁ.£ÀA. 65 gÀ F±ÀégÀ £ÀUÀgÀ J¸ï.PÉ.PÁ¯ÉÆĂ¤AiÀÄ°è «zÀÄåvï PÁªÀÄUÁjAiÀÄ ºÉ¸Á̀A£À ¸ÀÄ¥Àæ«Ădß ©¯ï ¸ÀAzÁAiÀÄ PÀÄjvÀÄ.,Hescom Supervision  for the work of Electrical works in ward no. 65 of Hubli division.,24-Dec-14,16690,24-Dec-14,16690
2463,7347,16-Dec-14,67977,Others Contegency,Others,Sudeer Saraf,ºÀÄ-zsÁ ªÀÄ ¥Á°PÉAiÀÄ UËgÀªÁ¤évÀ ¸ÀzÀ¸ÀågÁzÀ ²æĂ ¸ÀÄ¢üĂgÀ ¸ÀgÁ¥sÀ EªÀgÀ ªÉÊzÀåQĂAiÀÄ ªÉZÀÑzÀ ©¯ï ¸ÀAzÁAiÀÄ PÀÄjvÀÄ.,Payment of  Medical Bill of Shri  Sudhir Saraaf,19-Dec-14,393518,26-Dec-14,393518
2464,7497,19-Dec-14,68496,Others Contegency,Others,United India Insurance Company Ltd,"¥Á°PÉ MqÉvÀ£ÀzÀ MlÄÖ 6 ªÁºÀ£ÀUÀ¼À E£ÀǼgÉ£ḯ CªÀ¢üAiÀÄÄ ¢: 28.12.2014 gÀAzÀÄ ªÀÄÄVAiÀÄÄwÛzÀÄƯ, CªÀ¢ü £À«PÀj¸ÀÄªÀ PÀÄjvÀÄ. ªÁ.£ÀA. PÉJ-25 f-5109,  PÉJ-25 f-5110, PÉJ-25 f-5111, PÉJ-25 f-5112, PÉJ-25 f-5113, PÉJ-25 f-5114.","Renewal of Insurance polices of Vehicle no. KA-25 G-5109,  KA-25 G-5110, KA-25 G-5111,  KA-25 G-5112, KA-25 G-5113, KA-25 G-5114. Lapse Dated. 28.12.2014",22-Dec-14,145410,26-Dec-14,145410
2465,7482,19-Dec-14,68436,Others Contegency,Others,Council Secretary,ZÀÄ£Á¬ÄvÀ ¸ÀzÀ¸ÀågÀÄUÀ¼À £ÀªÉA§gÀ-2014 £É wAUÀ¼À ºÁdgÁw ¦üĂ ¸ÀAzÁAiÀÄ PÀÄjvÀÄ.,Councillors Sitting Fees for the month November 2014,24-Dec-14,16500,26-Dec-14,16500
2466,7483,19-Dec-14,68438,Others Contegency,Others,Council Secretary,ZÀÄ£Á¬ÄvÀ ¸ÀzÀ¸ÀågÀÄUÀ¼À £ÀªÉA§gÀ-2014 £ÉĂ wAUÀ¼À ªÁºÀ£À ¨sÀvÉåAiÀÄ ¸ÀAzÁAiÀÄ PÀÄjvÀÄ.,Councillors Vechicle Allowance for the month November 2014,24-Dec-14,19500,26-Dec-14,19500
2467,7481,19-Dec-14,68435,Others Contegency,Others,Council Secretary,ºÀÄ§â½î -zsÁgÀªÁqÀ ªÀÄºÁ£ÀUÀgÀ ¥Á°PÉAiÀÄ J®è ZÀÄ£Á¬ÄvÀ  ¸ÀzÀ¸ÀågÀÄUÀ¼À UËgÀªÀzsÀ£À ©®Äè ¸ÀAzÁAiÀÄ PÀÄjvÀÄ. £ÀªÉA§gÀÀ 2014.,Councillors Honororium bill for the  month November  2014.,24-Dec-14,208000,26-Dec-14,208000
2468,7842,30-Dec-14,68716,Others Contegency,Others,National Insurance Company Ltd,ºÀÄ.zsÁ.ªÀÄ.¥Á°PÉAiÀÄ MqÉvÀ£ÀzÀ eÉ¹© ªÁºÀ£À £ÀA PÉJ-25 ¦-442 £ÉĂzÀƯgÀ E£ÀǼgÉ£À́ CªÀ¢ü £À«ĂPÀj¸ÀÄªÀ PÀÄjvÀÄ.,Renewal of Insurance of jcb vehicle no. KA-25 P-442,31-Dec-14,10634,03-Jan-15,10634
2469,7961,31-Dec-14,68537,Others Contegency,Others,Asst. Commissioner Zonal Office No 01 Dharwad,ªÀ®AiÀÄ PÀbÉĂj £ÀA01gÀ°è PÁAiÀÄđ¤ªÀđ»¸ÀÄwÛgÀÄªÁUÀ¯ÉĂ ªÀÄÈvÀgÁVgÀÄªÀ ²æĂ £ÁUÀgÁd £ÀgÀ¹AºÀ ªÀÄÄPÁÛ¥ÀÆgÀ EªÀgÀ CAvÀåQæAiÉÄUÁV 7500 UÀ¼À£ÀÄß ¸ÀAzÁAiÀÄ ªÀiÁrzÀ ©¯ï,regarding death refund of Shri Nagaraj Narasimh MUktapur PK of zonal No 01 Dharwad,31-Dec-14,7500,03-Jan-15,7500
2470,7768,27-Dec-14,68672,Others Contegency,Others,Charantimath Associates,ªÀÄºÁ£ÀUÀgÀ ¥Á°PÉAiÀÄ ¯ÉPÀ̀zÀ ±ÁSÉUÉ ªÉÄ!! ZÀgÀAwªÀÄoÀ C¸ÉÆĂ¹AiÀÄmḯ ZÁlđlØđ CPËAlAlgÀªÀgÀ ¸ÉĂªÉAiÀÄ£ÀÄß ¥ÀqÉAiÀÄ¯ÁVzÀÄƯ ¸ÀzÀjAiÀÄªÀjUÉ ¸ÉĂªÁ ±ÀÄ®̀ ¥ÁªÀw¸ÀÄªÀ PÀÄjvÀÄ.,Consultancy fees paid to M/c Charantimath Associates chartered accountants Hubli.,02-Jan-15,84270,03-Jan-15,84270
2471,7767,27-Dec-14,68671,Others Contegency,Others,Charantimath Associates,ªÀÄºÁ£ÀUÀgÀ ¥Á°PÉAiÀÄ ¯ÉPÀ̀zÀ ±ÁSÉUÉ ªÉÄ!! ZÀgÀAwªÀÄoÀ C¸ÉÆĂ¹AiÀÄmḯ ZÁlđlØđ CPËAlAlgÀªÀgÀ ¸ÉĂªÉAiÀÄ£ÀÄß ¥ÀqÉAiÀÄ¯ÁVzÀÄƯ ¸ÀzÀjAiÀÄªÀjUÉ ¸ÉĂªÁ ±ÀÄ®̀ ¥ÁªÀw¸ÀÄªÀ PÀÄjvÀÄ.,Consultancy fees paid to M/c Charantimath Associates chartered accountants Hubli.,02-Jan-15,84270,03-Jan-15,84270
2472,7766,27-Dec-14,68670,Others Contegency,Others,Charantimath Associates,ªÀÄºÁ£ÀUÀgÀ ¥Á°PÉAiÀÄ ¯ÉPÀ̀zÀ ±ÁSÉUÉ ªÉÄ!! ZÀgÀAwªÀÄoÀ C¸ÉÆĂ¹AiÀÄmḯ ZÁlđlØđ CPËAlAlgÀªÀgÀ ¸ÉĂªÉAiÀÄ£ÀÄß ¥ÀqÉAiÀÄ¯ÁVzÀÄƯ ¸ÀzÀjAiÀÄªÀjUÉ ¸ÉĂªÁ ±ÀÄ®̀ ¥ÁªÀw¸ÀÄªÀ PÀÄjvÀÄ.,Consultancy fees paid to M/c Charantimath Associates chartered accountants Hubli.,02-Jan-15,84270,03-Jan-15,84270
2473,6879,29-Nov-14,67892,Others Contegency,Others,Shriram Agencies Hubli,"ªÀ®AiÀÄ PÀZÉĂj £ÀA. 05,PÉ̀ CªÀ±Àå«gÀÄªÀ PÀlÖqÀ ¥ÀgÀªÁ¤UÉAiÀÄ Cfđ £ÀªÀÄÆ£É ªÀÄvÀÄÛ ªÀÄÄ¢ævÀ ¸ÁªÀiÁVæUÀ¼À£ÀÄß ¥ÀÆgÉÊ¹zÀƯgÀ ©®è ¸ÀAzÁAiÀÄ PÀÄjvÀÄ",Zonal No 5 Printing And Stastionary Material Purchased Bill.,01-Dec-14,23400,07-Jan-15,23400
2474,6630,21-Nov-14,67692,Others Contegency,Others,National Studio Hubli,¢£ÁAPÀ : 25-11-2013 gÀAzÀÄ WÀ£ÀvÁådå ªÀ¸ÀÄÛ ¤ªÀđºÀuÉUÉ ¸ÀA§AzsÀ¥ÀlÖAvÉ  bÁAiÀiÁavÀæUÀ¼À£ÀÄß vÉUÉzÀ PÁgÀt  ©®è ¸ÀAzÁAiÀÄ PÀÄjvÀÄ.,Bill for the Photo Tekan on 25-11-2013 (National Studio),01-Dec-14,5225,07-Jan-15,5225
2475,6629,21-Nov-14,67689,Others Contegency,Others,National Studio Hubli,¢£ÁAPÀ : 18-02-2014 gÀAzÀÄ WÀ£ÀvÁådå ªÀ¸ÀÄÛ ¤ªÀđºÀuÉUÉ CªÀ±ÀåvÉUÉ vÀPÀ̀AvÉ bÁAiÀiÁavÀæUÀ¼À£ÀÄß vÉUÉ¢gÀÄªÀ PÁgÀt ©®è ¸ÀAzÁAiÀÄ PÀÄjvÀÄ.,Bill for the Photo Tekan on 18-02-2014  (National Studio),01-Dec-14,1575,07-Jan-15,1575
2476,6428,17-Nov-14,67576,Others Contegency,Others,Byahatti I.M.,¯ÉÆĂPÀ¸À¨sÁ ¸ÁªÀđwæPÀ ZÀÄ£ÁªÀuÉ 2014gÀ ¤«ÄvÀå ªÁqÀđ £ÀA. 60gÀ dAVè¥ÉĂl PÀ¯Áåt ªÀÄAl¥ÀPÉ̀ ¥Ánđ±À£ï UÉÆĂqÉ ¤«Äđ¸ÀÄªÀ PÀÄjvÀÄ.,Construction of Partition Wall in Janglipeth Auditorium for a 2014 Election  at W.No.60,03-Dec-14,20125,07-Jan-15,20125
2477,6825,28-Nov-14,67905,Others Contegency,Others,Shriram Agencies Hubli,²æĂgÁªÀÄ KeÉ¤́¸ï ºÀÄ§â½î EªÀgÀÄ ªÀ®AiÀÄ PÀZÉĂj £ÀA.10 PÉ̀ ¨ÉĂPÁzÀ ©°ØAUï ¥ÀgÀ«Ä±À£ï ¥ÁªÀÄđ ªÀÄvÀÄÛ d£À£À-ªÀÄgÀt gÀf¸ÀÖgï ¥ÀÆgÉÊ¹zÀ ©®Äè ¸ÀAzÁAiÀÄ PÀÄjvÀÄ.,Supplying the  Buliding permission and birth-death from Zonal 10  Sriram Agencies Hubli,01-Dec-14,24850,07-Jan-15,24850
2478,6870,29-Nov-14,67403,Others Contegency,Others,Shriram Agencies Hubli,ªÀ®AiÀÄ PÀZÉĂj £ÀA.09gÀ PÀZÉĂjAiÀÄ°è ªÀÄÆwæ ºÁUÀÆ ¥ÁAiÀÄSÁ£É ºÁUÀÆ PÀZÉĂjAiÀÄ°è £É® ¸ÀéZÀÑUÉÆ½¸ÀÄªÀ ¸À®ÄªÁV PÉ® ¸ÁªÀÄUÀæUÀ¼À£ÀÄß RjĂ¢¸ÀÄªÀ PÀÄjvÀÄ.,Zonal No 9 Office Expences Purchased Bill.,04-Dec-14,5490,07-Jan-15,5490
2479,6869,29-Nov-14,67398,Others Contegency,Others,Shriram Agencies Hubli,ªÀ®AiÀÄ PÀZÉĂj £ÀA.09 PÉ̀ PÀlÖqÀ ¥ÀgÀªÁ¤UÉ Cfđ £ÀªÀÄÆ£É RjĂ¢¸ÀÄªÀ PÀÄjvÀÄ,Zonal No 9 Printing and Stastionary bill.,04-Dec-14,13575,07-Jan-15,13575
2480,7022,03-Dec-14,67843,Others Contegency,Others,Panchaputra Madan M,ªÁqÀđ £ÀA. 26gÀ ¸ÀAvÉ §AiÀÄ°£À°ègÀÄªÀ ²Ăy®UÉÆArgÀÄªÀ ¸ÁªÀđd¤PÀ ±ËZÁ®AiÀÄªÀ£ÀÄß vÉgÀªÀÅUÉÆ½¸ÀÄªÀ PÀÄjvÀÄ,Zonal No 5 Ward No 26 Public Toilet Bill.,04-Dec-14,29900,07-Jan-15,29900
2481,6891,01-Dec-14,67621,Others Contegency,Others,Vijay Shamiyana Supplyers,¢£ÁAPÀ: 01-11-2014 gÀAzÀÄ PÀ£ÀßqÀ gÁeÉÆåĂvÀ́ªÀ CAUÀªÁV ¸ÁªÀđd¤PÀ ¥ÀæwªÉÄUÀ½UÉ ºÁUÀÆ ªÀÈvÀÛUÀ½UÉ ¢Ă¥Á®APÁgÀ ªÀiÁqÀÄªÀÅzÀÄ.,Electrical decoration on the eve of Kannad Rajyotasava on 01-11-2014,04-Dec-14,56870,07-Jan-15,56870
2482,7028,03-Dec-14,62839,Others Contegency,Others,Hubli-Dharwad BMW comman treatment facility Tarihal Hubli,alUÀÄ¦à D¸ÀàvÉæAiÀÄ ªÉÊzÀåQĂAiÀÄ vÁådå ªÀ¸ÀÄÛUÀ¼À ¤ªÀđºÀuÉAiÀÄ ©®Äè. (£ÀªÉA§gï-2014),Disposal of Hospital Medical waste bill for Chitaguppi Hosp.Hbl. for the month of November-2014.,05-Dec-14,12320,07-Jan-15,12320
2483,6663,24-Nov-14,67783,Others Contegency,Others,Daneshwari Offset Printers,¸ÀéZÀ̉vÁ DAzÉÆĂ®£À PÁAiÀÄđPÀæªÀÄPÉ̀ PÀgÀ ¥ÀvÀæUÀ¼À£ÀÄß  ªÀiÁr ªÀÄÄzÀæt ªÀiÁr¸ÀÄªÀ PÀÄjvÀÄ.,Supply of  Cleaning Pamplets,05-Dec-14,8540,07-Jan-15,8540
2484,6926,02-Dec-14,67971,Others Contegency,Others,Abdulrajak S Gadavale,"²æĂ J.J¸ï. UÀqÀªÁ¯É, PË. & fĂªÀ£ÉÆĂ¥ÁAiÀÄ vÀdƠgÀÄ EªÀgÀÄ ºÀÄ§â½î¬ÄAzÀ ¨ÉAUÀ¼ÀÆjUÉ ¥ÀæAiÀiÁtÂ¹zÀ ¥ÀæAiÀiÁt ¨sÀvÉå ©®è","T A Bill of Shri A S Gadwale, CAO from Hubli to Bangalore",06-Dec-14,1514,07-Jan-15,1514
2485,7042,03-Dec-14,68050,Others Contegency,Others,Nathan and Nathan Consultants Pvt. Ltd Bangalore,"ªÉÄ!! £ÁxÀ£À ªÀÄvÀÄÛ £ÁxÀ£À PÀ£À́®lAl ¥Àæ .° EªÀjUÉ CPÉÆÖĂ§gï-2014, £ÀªÀíA§gï-2014 gÀ°è LJ¸ïN vÀgÀ¨ÉĂw PÁAiÀÄđ¤ªÀđ»¹zÀƯgÀ ©®Äè ¸ÀAzÁAiÀÄ PÀÄjvÀÄ.","Post ISO 9001:2008 Activities and follow up work/Implementing QMS for Departments and Zonal Offices During October-2014, November-2014",04-Dec-14,91000,07-Jan-15,91000
2486,6798,27-Nov-14,67711,Others Contegency,Others,National Studio Hubli,««zsÀ ªÁqÀđUÀ¼À°è PÁªÀÄUÁj ¥ÉÆĂmÉÆĂ vÉUÉ¹zÀ ©®Äè ¸ÀAzÁAiÀÄ PÀÄjvÀÄ.,Photo taken for works,11-Dec-14,675,07-Jan-15,675
2487,6799,27-Nov-14,67707,Others Contegency,Others,National Studio Hubli,ºÁPÀgÀ́ gÉhÆĂ£ïUÁV ¥ÉÆĂmÉÆĂ vÉUÉ¹zÀ ©®Äè ¸ÀAzÁAiÀÄ PÀÄjvÀÄ.,Photo taken for hakers zone,11-Dec-14,9500,07-Jan-15,9500
2488,6633,21-Nov-14,67363,Others Contegency,Others,Shri Ganesh Electric Decorators Hubli,¢£ÁAPÀ 01-11-2014 gÀ PÀ£ÀßqÀ gÁeÉÆåĂvÀ́ªÀ CAUÀªÁV PÀZÉĂj PÀlÖqÀUÀ½UÉ ªÀÄvÀÄÛ PÀZÉĂj ªÀÄÄA¢£À GzÁå£ÀªÀ£ÀzÀ°è ¢Ă¥Á®APÁgÀ ªÀiÁqÀÄªÀÅzÀÄ.,Electrical decoration on Kannad Rajoytsava Dated: 01-11-2014 of Hubli division.,13-Dec-14,33350,07-Jan-15,33350
2489,7283,11-Dec-14,68293,Others Contegency,Others,Satish Dattaraya Govindrao Donsal,¥ÀjµÀvï PÁAiÀÄđzÀ²đ PÀZÉĂjUÉ £ÀªÉA§gÀ 2014 gÀ ¢£À¥ÀwæPÉUÀ¼À£ÀÄß ¥ÀÆgÉÊ¹PÉÆAqÀzÀÄƯ.,Details of News & Periodicals for  the month November 2014  for Council Secretary office.,15-Dec-14,922,07-Jan-15,922
2490,7094,05-Dec-14,62889,Others Contegency,Others,Hubli-Dharwad BMW comman treatment facility Tarihal Hubli,ºÉjUÉ D¸ÀàvÉæ §¸ï ¸ÁÖöåAqÀ ºÀwÛgÀ zsÁgÀªÁqÀzÀ EªÀgÀ ªÉÊzÀåQĂAiÀÄ vÁådå ªÀ¸ÀÄÛUÀ¼À ¤ªÀđºÀuÉAiÀÄ ©®Äè. £ÀªÉíA§gÀ 2014,Disposal of  Medical Waste bill of Near Bus-stand Mat. Hosp.Dharwad for the month of May -14.,16-Dec-14,7125,07-Jan-15,7125
2491,7239,10-Dec-14,63795,Others Contegency,Others,Hubli-Dharwad BMW comman treatment facility Tarihal Hubli,UÀuÉĂ±À¥ÉĂmÉ zÀªÁSÁ£ÉAiÀÄ K¦æĂ¯ï-14 jAzÀ ªÀiÁZÀđ-15 gÀªÀgÉV£À ªÉÊzÀåQĂAiÀÄ vÁådå ªÀ¸ÀÄÛUÀ¼À ¤ªÀđºÀuÉAiÀÄ ©®Äè. (£ÀªÉA§gï-14),Disposal of hospital medical waste bill for Ganeshpet hosp.Hbl..for the month of  April-14 to March-15,16-Dec-14,400,07-Jan-15,400
2492,7090,05-Dec-14,67428,Others Contegency,Others,T A Associates,"zsÁgÀªÁqÀ «¨sÁUÀzÀ ªÀÈvÀÛ, ¥ÀÄxÀÜ½, PÀlÖqÀUÀ½UÉ PÀ£ÁđlPÀ gÁeÉÆåĂvÀ́ªÀzÀ CAUÀªÁV «zÀÄåvï ¢Ă¥Á®APÁgÀ ªÀiÁqÀÄªÀ PÀÄjvÀÄ.(31-10-2014 jAzÀ 2-11-2014)",Electrical decoration on Kannad Rajoytasava of Dharwad division.31-10-2014 to 2-11-2014).,16-Dec-14,22575,07-Jan-15,22575
2493,6876,29-Nov-14,67835,Others Contegency,Others,SDM Engineering Colleage Dharwad,ºÀÄ-zsÁ ªÀÄ ¥Á°PÉAiÀÄ PÁªÀÄUÁjUÀ¼À£ÀÄß xÀqÀđ ¥Ánđ E£À¸ÉÖPÀë£À ©®Ä ¸ÀAzÁAiÀÄ PÀÄjvÀÄ.,"Third party report 2014-15 to The Prinicipal SDMCET, Dharwad",15-Dec-14,139695,07-Jan-15,139695
2494,6378,15-Nov-14,67161,Others Contegency,Others,Navalur General Engineering Service,WÀ£ÀvÁådå ¤ªÀđºÀuÉ «¨sÁUÀPÉ̀ «¯ïí ¨ÁgÉǼĂ ªÀÄvÀÄÛ ¥ÀÄ±ï PÁlđ UÀ¼À£ÀÄß §UÉÎ ºÀt ¸ÀAzÁAiÀÄ ªÀiÁqÀÄªÀ PÀÄjvÀÄ.,Suppy of Wheel Brrows and Pushcart,16-Dec-14,22567,07-Jan-15,22567
2495,7379,17-Dec-14,68423,Others Contegency,Others,TUV India Pvt Ltd. Mumbai,¥Á°PÉAiÀÄ°è LJ¸ïN 9001-2008 PÀÄjvÁV nAiÀÄÄ«-EArAiÀiÁ ¥ÉæöÊ.°«ÄmÉqï EªÀgÀÄ 2012-13 gÀ ¸À¥ÉÖA§gïÀ-2014 gÀAzÀÄ ¸ÀªÉđ¯É£À́ Drmï PÉÊUÉÆArzÀÄƯ ¸ÀzÀgÀ ©®Äè ¥ÁªÀw¸ÀÄªÀ PÀÄjvÀÄ.,"Invoice -9930103123/ 27-11-2014 ISO 9001-2008 Surveillance, Charges toward Surviellance Audit Conducted On 2012-13, September-2014",22-Dec-14,37192,07-Jan-15,37192
2496,7373,17-Dec-14,62840,Others Contegency,Others,Hubli-Dharwad BMW comman treatment facility Tarihal Hubli,PÁªÀÄ£ÀPÀnÖ ºÉjUÉ D¸ÀàvÉæAiÀÄ £ÀªÉA§gï-14 gÀ ªÉÊzÀåQĂAiÀÄ vÁådå ªÀ¸ÀÄÛUÀ¼À ¤ªÀđºÀuÉAiÀÄ ©®Äè.,Disposal of Hospital Medical waste bill for Kamankatti Mat. Hosp.Dwd. for the month of July-14,22-Dec-14,720,07-Jan-15,720
2497,7333,12-Dec-14,68319,Others Contegency,Others,Shriram Agencies Hubli,²æĂgÁªÀÄ KeÉ¤́¸ï ºÀÄ§â½î EªÀgÀÄ ªÀ®AiÀÄ PÀZÉĂj £ÀA.10 PÉ̀ ¨ÉĂPÁzÀ ¸ÉÖĂ±À£Àj ¸ÁªÀiÁVæĂUÀ¼À£ÀÄß ¥ÀÆgÉÊ¹zÀ PÀÄjvÀÄ.,Supplying the  Stationary Materials  from Zonal 10  Sriram Agencies Hubli,22-Dec-14,24300,07-Jan-15,24300
2498,7182,08-Dec-14,68168,Others Contegency,Others,Shanmukh Enterprises,ÀªÀ®AiÀÄ PÀZÉĂj £ÀA-12 gÀ DgÉÆĂUÀå SÁvÉ CªÀ±ÀåPÀ ¸À®PÀgÀuÉ ¸ÁªÀiÁVæ ©¯ïè £ÀA134 ¢£ÁAPÀ 06-11-2014,Regarading  zonal 12 Health Equpiment bill.,23-Dec-14,27200,07-Jan-15,27200
2499,7181,08-Dec-14,68175,Others Contegency,Others,Jaydeep Traders,ÀªÀ®AiÀÄ PÀZÉĂj £ÀA-12 gÀ DgÉÆĂUÀå SÁvÉ CªÀ±ÀåPÀ ¸À®PÀgÀuÉ ¸ÁªÀiÁVæ ©¯ïè £ÀA176 ¢£ÁAPÀ 22-11-2014,Regarading  zonal 12 Health Equpiment bill.,23-Dec-14,23015,07-Jan-15,23015
