S. No,Br. No,Br. Date ,Recid,Main_Category,Passed_Category,Contractor_name,Description_Kan,Description_Eng,Bill Pass Date,Bill Pass Amt,Paid Date,Paid Amt
4277,627,26-Apr-13,55397,Staff Salary and benifits,Staff Salary 2012-13,"Deputy Chief Medical Officer, Ganesh Peth",UÀuÉĂ±À¥ÉĂmÉ zÀªÁSÁ£ÉAiÀÄ JZï.r.JªÀiï.¹. ¹§âA¢AiÀÄ K¦æĂ¯ï-13 jAzÀ ªÀiÁZÀđ-14gÀ ªÀgÉV£À ªÉĂvÀ£ÀzÀ ©®Äè. (K¦æĂ¯ï-13),Pay bill of Ganeshpet hosp. HDMC staff for April-13 to March-14. (April-13).,29-Apr-13,52570,29-Apr-13,52570
4278,708,27-Apr-13,55342,Staff Salary and benifits,Staff Salary 2012-13,Joint Commissioner,"D±ÀæAiÀÄ AiÉÆĂd£ÉAiÀÄ°è PÁAiÀÄđ¤ªÀđ""¸ÀÄwÛgÀÄªÀ ¹§âA¢UÀ¼À ªÉĂvÀ£À ¸ÀAzÁAiÀÄ ©®Äè K¦æĂ® 2013£ÉĂ wAUÀ½£À ©®Äè",Staff Salary of Ashraya Yojane for the month of April 2013,29-Apr-13,61965,29-Apr-13,61965
4279,704,27-Apr-13,55452,Staff Salary and benifits,Staff Salary 2012-13,Central Library,PÉĂAzÀæ UÀæAxÁ®AiÀÄ ¹§âA¢UÀ¼À K¦æ¯ï-2013gÀ ¥ÀUÁgÀ ©®è ¸ÀAzÁAiÀÄ,Central Library staff salary bill of the month of April-2013,29-Apr-13,130010,29-Apr-13,130010
4280,703,27-Apr-13,55448,Staff Salary and benifits,Staff Salary 2012-13,Pattar D I,«zÀÄåvï SÁvÉAiÀÄ ¹§âA¢AiÀÄ K¦æĂ¯ï 2013 £ÉĂ wAUÀ¼À ªÉĂvÀ£À ©¯ï ¸ÀAzÁAiÀÄ PÀÄjvÀÄ.,"Payment for Electrical,  Staff HDMC, Hubli for the month of April 2013",29-Apr-13,162720,29-Apr-13,162720
4281,653,26-Apr-13,55417,Staff Salary and benifits,Staff Salary 2012-13,EE South,ªÀiºÁ£ÀUÀgÀ ¥Á°PÉAiÀÄ PÁ¤EA (zÀ) PÀZÉĂj ¹§âA¢AiÀÄ J¦æĂ¯ï-2013 £ÉĂ wAUÀ½£À ªÉĂvÀ£À ©¯ï,HDMC Pay bill for Excutive Engineer (South) staff salary for the April-2013,29-Apr-13,128860,29-Apr-13,128860
4282,655,26-Apr-13,55394,Staff Salary and benifits,Staff Salary 2012-13,"Deputy Chief Medical Officer, Oldhubli HUB",ºÀ¼ÉĂºÀÄ§â½î D¸ÀàvÉæAiÀÄ JZï.r.JªÀiï.¹. ¹§âA¢AiÀÄ K¦æĂ¯ï-13 jAzÀ ªÀiÁZÀđ-14gÀ ªÀgÉV£À ªÉĂvÀ£ÀzÀ ©®Äè. (K¦æĂ¯ï-13),Pay bill of Old hubli hosp. HDMC staff for April-13 to March-14. (April-13).,29-Apr-13,278050,29-Apr-13,278050
4283,658,26-Apr-13,55404,Staff Salary and benifits,Staff Salary 2012-13,Revenue Department,J¦æ¯ï  2013  PÀAzÁAiÀÄ «¨sÁUÀzÀ ¹§âA¢UÀ¼À ªÉĂvÀ£À ©®è,Revenue office staff slary bill,29-Apr-13,250345,29-Apr-13,250345
4284,656,26-Apr-13,55395,Staff Salary and benifits,Staff Salary 2012-13,"Deputy Chief Medical Officer, Oldhubli HUB",ºÀ¼ÉĂºÀÄ§â½î D¸ÀàvÉæAiÀÄ ¥ËgÀ PÁ«ÄđPÀ ¹§âA¢AiÀÄ K¦æĂ¯ï-13 jAzÀ ªÀiÁZÀđ-14gÀ ªÀgÉV£À ªÉĂvÀ£ÀzÀ ©®Äè. (K¦æĂ¯ï-13),Pay bill of Old hubli hosp.PK staff for April-13 to March-14. (April-13).,29-Apr-13,50090,29-Apr-13,50090
4285,702,27-Apr-13,55426,Staff Salary and benifits,Staff Salary 2012-13,Law Department,PÁAiÉÄƯ «¨sÁUÀzÀ ¹§âA¢UÀ¼À J¦æĂ¯ï - 2013 £ÉĂ wAUÀ¼À ªÉĂvÀ£À ©®Äè,Law Department Staff Salary Bill for the month of April -2013,29-Apr-13,87505,29-Apr-13,87505
4286,701,27-Apr-13,55449,Staff Salary and benifits,Staff Salary 2012-13,"Meter Section, Hubli",«ÄĂlgÀSÁvÉ ºÀÄ§â½î 123 d£À ¹§âA¢UÀ¼À J¦æĂ¯ï 2013 gÀ ªÉĂvÀ£À ©®Äè,Salary bill of 123 No.s of Meter Section Hubli  reguler staff  for April 2013,29-Apr-13,2360975,29-Apr-13,2360975
4287,651,26-Apr-13,55419,Staff Salary and benifits,Staff Salary 2012-13,EE South,ªÀÄºÁ£ÀUÀgÀ ¥Á°PÉAiÀÄ FdÄUÉÆĂ¼À ¹§âA¢ PÁAiÀÄđ¤ªÁđºÀPÀ EAf¤ĂAiÀÄgï (zÀQët) PÀZÉĂjAiÀÄ K¦æĂ¯ï-2013 wAUÀ½£À ªÉĂvÀ£À ©®Äè.,Salary bill of Office Staff of Swiming Pool Executive Engineer (South) Office for the month of April-2013,29-Apr-13,123050,29-Apr-13,123050
4288,964,29-Apr-13,55480,Staff Salary and benifits,Staff Salary 2012-13,Chief Accounts Officer,PÀZÉĂj ¹§âA¢UÀ¼À ªÉĂvÀ£À ©®Äè J¦æ¯ï 2013,Off  staff salary for the month of Apr 2013,29-Apr-13,393095,29-Apr-13,393095
4289,589,25-Apr-13,55392,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 01 Dharwad,ªÀ®AiÀÄ PÀZÉĂj £ÀA. 1 gÀ°è PÁAiÀÄđ¤ªÀđ»¸ÀÄwÛgÀÄªÀ ²æĂ ©.¹. ¨ÁjªÀÄgÀzÀ & ²æĂ ©.Dgï.PÁén EªÀgÀ J¦æĂ¯ï wAUÀ¼À ©®è ¢:1-4-2013 jAzÀ 30-4-2013,Zonal No.1 work inspector Shri B.C. Barimard & Shri B.R.Kwati April month bill 1-4-2013 to 30-4-2013,29-Apr-13,39020,30-Apr-13,39020
4290,571,24-Apr-13,55307,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 02,ÀĐªÀ®AiÀÄ PÀZÉĂj £ÀA.2 gÀ°è PÁAiÀÄđ ¤ªÀđ»¸ÀÄwÛgÀÄªÀ PÀZÉĂj ¹§âA¢ ¯ÉÆĂPÉÆĂ¥ÀAiÉÆĂV «¨sÁUÀ-20 J¦æ¯ï 2013 £ÉĂ wAUÀ¼À ©®Äè.,Zonal office No.2 Office Staff  PWD Dept - 20  Payment of bill for the month of Apr-2013,29-Apr-13,38835,30-Apr-13,38835
4291,576,24-Apr-13,55279,Staff Salary and benifits,Staff Salary 2012-13,Zonal Officer No.03 DWD,zsÁgÀªÁqÀ «¨sÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 03gÀ°è PÁAiÀÄđ¤ªÀđ»¸ÀÄwÛgÀÄªÀ ²æĂ. JªÀiï. PÉ. ¸ÀªÀr. PÁ.¤ PÀZÉĂj ¹§âA¢AiÀÄªÀgÀ (¯ÉÆĂPÉÆĂ¥ÀAiÉÆĂV SÁvÉ 20) EªÀgÀ  J¦æĂ¯ï-2013 wAUÀ½£À  ªÉĂvÀ£À ©®è,"Dharwad Division Zonal no 03  Sri. M. K. Savadi, W.I  Office Staff   Salary, (P.W.D. 20) bill for the month of April-2013",29-Apr-13,19195,30-Apr-13,19195
4292,559,24-Apr-13,55285,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 12 Dharwad,zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 12gÀ ¯ÉÆĂPÉÆ¥ÀAiÉÆĂV SÁvÉ  ¹§A¢UÀ¼À J¦æ¯ï  2013 wAUÀ½£À ªÉĂvÀ£À ©®Äè.,Dharwad division zonal no 12 Public works General Staff   salary bill for the month of April 2013,29-Apr-13,37615,30-Apr-13,37615
4293,597,25-Apr-13,55403,Staff Salary and benifits,Staff Salary 2012-13,EE Dwd,zsÁgÀªÁqÀ «¨ÁUÀzÀ «ÄĂlgÀ SÁvÉAiÀÄ ¸À£ï 2013-14£ÉĂ ¸Á°£À ªÉĂvÀ£ÀzÀ ¸ÀgÀPÁj ¤AiÉÆĂd£ÉAiÀÄ ²æĂ J¸ï © ºÀÄ¼ÉÆĂ½ EªÀgÀ J¦æĂ¯ï 2013£ÉĂ wAUÀ½£À ©®Äè,Dharwad divison Meter section Govt hand Shri S B Hulloli  Salalry for the year 2013-14 for the month of April 2013,30-Apr-13,38650,30-Apr-13,38650
4294,699,26-Apr-13,55308,Staff Salary and benifits,Staff Salary 2012-13,Deputy C M O Busstand Hosiptal Dharwad,ºÉjUÉ D¸ÀàvÉæ §¸ï ¸ÁÖöåAqÀ ºÀwÛgÀ zsÁgÀªÁqÀzÀ ¸ÀPÁđgÀ¢AzÀ ¤AiÉÆĂfvÀ. ¹§âA¢AiÀÄ K¦æĂ¯ï-13 jAzÀ ªÀiÁZÀđ-14gÀªÀgÉV£À ªÉĂvÀ£ÀzÀ ©®Äè. (K¦æĂ¯ï-13),Pay bill of Bus-Stand  hosp.Dwd. Govt. staff for the month of April-13 to March-14.,30-Apr-13,141610,30-Apr-13,141610
4295,614,26-Apr-13,55386,Staff Salary and benifits,Staff Salary 2012-13,Deputy Chief Medical officer Kamankatti,PÁªÀÄ£ÀPÀnÖ ºÉjUÉ D¸ÀàvÉæ zsÁgÀªÁqÀzÀ ¸ÀPÁđgÀ¢AzÀ ¤AiÉÆĂfvÀ ¹§âA¢AiÀÄ K¦æĂ¯ï-13 jAzÀ ªÀiÁZÀđ-14gÀ ªÀgÉV£À ªÉĂvÀ£ÀzÀ ©®Äè.  (K¦æđ¯ï-13),Pay bill of Kamanakatti Mat. hosp.Dwd. Govt. staff for the month of April-13 to March 14.,30-Apr-13,140595,30-Apr-13,140595
4296,642,26-Apr-13,55396,Staff Salary and benifits,Staff Salary 2012-13,Chief Medical Officer Ayurvedic Kamankatti Hospital Dwd,PÁªÀÄ£ÀPÀnÖ DAiÀÄÄªÉĂ¢üđPï D¸ÀàvÉæ zsÁgÀªÁqÀzÀ ¸ÀPÁđgÀ¢AzÀ ¤AiÉÆĂfvÀ ¹§âA¢AiÀÄ K¦æĂ¯ï-13 jAzÀ ªÀiÁZÀđ-14 gÀªÀgÉV£À ªÉĂvÀ£ÀzÀ ©®Äè. (K¦æĂ¯ï-13),Pay bill of Kamanakatti Ayurvedic hosp.Dwd. Govt. staff for April-13 to March-14.,30-Apr-13,33970,30-Apr-13,33970
4297,590,25-Apr-13,55354,Staff Salary and benifits,Staff Salary 2012-13,EE Dwd,²æĂ Dgï.J¯ï..¥ÀÆeÁgÀ ¸ÀºÁAiÀÄPÀÀ PÁAiÀÄđ¤ªÁđºÀPÀ C©üAiÀÄAvÀgÀgÀ PÀZÉĂj zsÁgÀªÁqÉ «¨sÁUÀzÀ gÁdå ¸ÀPÁđj £ËPÀgÀgÀÄ ªÉĂvÀ£ÀzÀ ©®Äè ¢À:1-4-2013 jAzÀ 30-4-2014 gÀªÀgÉV£À ©®Äè,Shri R.L.Pujar Assistant  Executive Engineer Dharwad Division Dharwad Government Staff pay bill 1-4-2013 to 30-4-2014,30-Apr-13,48893,30-Apr-13,48893
4298,582,25-Apr-13,55281,Staff Salary and benifits,Staff Salary 2012-13,Zonal Officer No.03 DWD,"zsÁgÀªÁqÀ «¨sÁUÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA.3gÀ°è PÁAiÀÄđ¤ªÀđ»¸ÀÄwÛgÀÄªÀ ¤AiÉÆĂfvÀ ¸ÀgÀPÁgÀ ¹§âA¢  ²æĂ. Dgï. JªÀiï. PÀÄ®PÀtÂđ, Q.²°à EªÀgÀ  J¦æĂ¯ï-2013£ÉĂ wAUÀ½£À ªÉĂvÀ£À ©®è (¯ÉÆĂPÉÆĂ¥ÀAiÉÆĂV SÁvÉ 20)",Dharwad Division Zonal No.3 Govt Staff Sri. R.M. Kulkarni J.E. Paybill for the month of¯April-2013 (Publi works Genral 20),30-Apr-13,34195,30-Apr-13,34195
4299,558,24-Apr-13,55289,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 12 Dharwad,zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 12gÀ ¯ÉÆĂPÉÆ¥ÀAiÉÆĂV SÁvÉ ¸ÀPÁđj ¤AiÉÆĂfvÀ  ¹§A¢UÀ¼À J¦æ¯ï  2013 wAUÀ½£À ªÉĂvÀ£À ©®Äè.,Dharwad division zonal no 12 Public works Govt Staff    salary bill for the month of April 2013,30-Apr-13,53165,30-Apr-13,53165
4300,572,24-Apr-13,55301,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 02,ÀĐªÀ®AiÀÄ PÀZÉĂj £ÀA.2 gÀ°è PÁAiÀÄđ ¤ªÀđ»¸ÀÄwÛgÀÄªÀ ¤AiÉÆĂfvÀ ¹§âA¢ ¯ÉÆĂPÉÆĂ¥ÀAiÉÆĂV «¨sÁUÀ-20 ¹§âA¢AiÀÄ J¦æ¯ï 2013 £ÉĂ wAUÀ¼À ©®Äè.,Zonal office No.2 Govt Staff   PWD Dept -20  Payment of bill for the month of  Apr-2013,30-Apr-13,67430,30-Apr-13,67430
4301,573,24-Apr-13,55304,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 02,ÀĐªÀ®AiÀÄ PÀZÉĂj £ÀA.2 gÀ°è PÁAiÀÄđ ¤ªÀđ»¸ÀÄwÛgÀÄªÀ ¤AiÉÆĂfvÀ ¹§âA¢ DgÉÆĂUÀå «¨sÁUÀ-31 ¹§âA¢AiÀÄ ªÀiÁZÀđ 2013 £ÉĂ wAUÀ¼À ©®Äè.,Zonal office No.2 Govt Staff  Health Dept - 31 Payment of bill for the month of Apr-2013,30-Apr-13,15350,30-Apr-13,15350
4302,619,26-Apr-13,55367,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 04 Navanagar.,¸ÀPÁđj PÀbÉĂj ¹§âA¢ ªÉĂvÀ£À ©¯ï J¦æĂ¯ï-2013,Govt Staff Sallry for the Month of April -2013,30-Apr-13,104420,30-Apr-13,104420
4303,664,26-Apr-13,55402,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 05,¸ÀgÀPÁj £ËPÀgÀgÀ ªÉĂvÀ£À PÀÄjvÀÄ (K¦æĂ¯ï-13),Govt Staff salary for the month of Apr-13,30-Apr-13,41650,30-Apr-13,41650
4304,668,26-Apr-13,55406,Staff Salary and benifits,Staff Salary 2012-13,Nadaf V M (A E E South),ªÀ®AiÀÄ PÀbÉĂj £ÀA.06 gÀ°è PÁAiÀÄđ¤ªÀđ»¸ÀÄwÛgÀÄªÀ PÀÄªÀiÁj ªÀ»ĂzÁ JªÀiï. £ÀzÁ¥sÀ (Q.²) EªÀgÀ J¦æĂ¯ï-2013 jAzÁ ªÀiÁZÀđ-2014gÀ ªÀgÉV£À ªÉĂvÀ£À ©®è .,Salary Bill for the Monthe of April-2013 To 2014,30-Apr-13,33180,30-Apr-13,33180
4305,680,26-Apr-13,55345,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 07,ªÀ®AiÀÄ PÀZÉĂj £ÀA 7. ¸ÀgÀPÁj SÁvÉAiÀÄ°è ¸ÉĂªÉ ¸À°è¸ÀÄwÛgÀÄªÀ ¹§âA¢UÀ¼À K¦æĂ¯ï-13 wAUÀ¼À ªÉĂvÀ£À PÀÄjvÀÄ (21) (2013-14),Zonal No 7.Govt Staff Salary for the month of April-13 (21) (2013-14),30-Apr-13,37670,30-Apr-13,37670
4306,713,27-Apr-13,55453,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office 8,²æĂ Dgï.J. ±ÉlÖgÀ ªÀ®AiÀÄ ¸ÀºÁAiÀÄPÀ DAiÀÄÄPÀÛgÀÄ ªÀ.£ÀA. 08 J¦æ¯ï 2013,Shri  R.A Shettar Asst. Commissioner of Zonal No  08,30-Apr-13,63953,30-Apr-13,63953
4307,615,26-Apr-13,47698,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 11 Hubli,"J¦æ¯ï 2013 JZïrJA¹ ªÀ®AiÀÄ PÀZÉĂj £ÀA-11 gÀ°è PÁAiÀÄđ¤ªÀđ»¸ÀÄwÛgÀÄªÀ ¸ÀºÁAiÀÄPÀ DAiÀÄÄPÀÛgÀÄ, J¦æ¯ï 2012 jAzÀ ªÀiÁZïđ 2013 gÀªÀgÉUÉ ªÉĂvÀ£À ©®Äè ¸ÀAzÁAiÀÄ ªÀiÁqÀÄªÀ PÀÄjvÀÄ.",Salary For the Zonal No 11 Govt Staff for the  Month of April 2012 to March 2013,30-Apr-13,63250,30-Apr-13,63250
4308,623,26-Apr-13,55373,Staff Salary and benifits,Staff Salary 2012-13,General Administration Department Hubli,dAn DAiÀÄÄPÀÛgÀÄ ºÁUÀÆ PÀZÉĂj ¸ÀºÁAiÀÄPÀ (DqÀ½vÀ) EªÀgÀ K¦æ¯ï 2013gÀ ¥ÀUÁgÀ ©®Äè,Salary Bill for the month of April 2013 of Joint Commissioner and Office Asst. (Admn),30-Apr-13,69170,30-Apr-13,69170
4309,736,30-Apr-13,55481,Staff Salary and benifits,Staff Salary 2012-13,Chief Accounts Officer,¸ÀgÀPÁj ¹§âA¢UÀ¼À ªÉĂvÀ£À ©®Äè J¦æ¯ï 2013,Govt Salary for the month of Apr 2013,30-Apr-13,143670,30-Apr-13,143670
4310,695,26-Apr-13,55437,Staff Salary and benifits,Staff Salary 2012-13,Special Officer,Àê²æĂ J¸ï.JZï. £ÀgÉĂUÀ¯ï «±ÉĂµÀ C¢üPÁj ¸ÀgÀPÁgÀzÀ ¹§âA¢AiÀÄ J¦æĂ¯ï 2013 wAUÀ½£À ªÉĂvÀ£À ©®è PÀÄjvÀÄ.,Shri S.H. Naregal Special Officer Governement Employee Salary bill for the month of April  2013.,30-Apr-13,37690,30-Apr-13,37690
4311,611,26-Apr-13,55408,Staff Salary and benifits,Staff Salary 2012-13,Veerendra H Kalmath,J¦æ¯ï 2013 PÀAzÁAiÀÄ «¨sÁUÀzÀ ¸ÀgÀPÁj £ËPÀgÀgÀ ªÉĂvÀ£À ©®è,Revenue office Govt. staff slary bill,30-Apr-13,49570,30-Apr-13,49570
4312,711,27-Apr-13,55368,Staff Salary and benifits,Staff Salary 2012-13,Health Dept Hubli,DgÉÆĂUÀåSÁvÉ ºÀÄ§â½î «¨sÁUÀzÀ gÁdå¸ÀPÁđgÀ¢AzÀ ¤AiÉÆĂfvÀgÁzÀ ¹§âA¢UÀ¼À K¦æĂ¯ï 2013 wAUÀ¼À ªÉĂvÀ£À ©®Äè ¸ÀAzÁAiÀÄzÀ PÀÄjvÀÄ,Health Department Hubli Government Staff Pay bill month of April 2013,30-Apr-13,51940,30-Apr-13,51940
4313,632,26-Apr-13,55360,Staff Salary and benifits,Staff Salary 2012-13,Chief Medical Officer Chitaguppi Hospital Hubli,alUÀÄ¦à D¸ÀàvÉæAiÀÄ ¸ÀPÁđgÀ¢AzÀ ¤AiÉÆĂfvÀ ¹§âA¢AiÀÄ K¦æĂ¯ï-13 jAzÀ ªÀiÁZÀđ-14gÀªÀgÉV£À ªÉĂvÀ£ÀzÀ ©®Äè. (K¦æĂ¯ï-13),Pay bill of Chitaguppi hosp.hbl.Govt. staff for April-13 to March-14. (April-13).,30-Apr-13,415250,30-Apr-13,415250
4314,609,26-Apr-13,55359,Staff Salary and benifits,Staff Salary 2012-13,Deputy Chief Medical Officer Navanagar Hospital,£ÀªÀ£ÀUÀgÀ D¸ÀàvÉæ ¸ÀPÁđgÀ¢AzÀ ¤AiÉÆĂfvÀ ¹§âA¢AiÀÄ K¦æĂ¯ï-13 jAzÀ ªÀiÁZÀđ-14 gÀªÀgÉV£À ªÉĂvÀ£ÀzÀ ©®Äè. (K¦æĂ¯ï-13),Pay bill of Navanagar  hosp.Hbl. Govt. staff for April-13 to March-14.(April-13),30-Apr-13,27830,30-Apr-13,27830
4315,654,26-Apr-13,55393,Staff Salary and benifits,Staff Salary 2012-13,"Deputy Chief Medical Officer, Oldhubli HUB",ºÀ¼ÉĂºÀÄ§â½î D¸ÀàvÉæAiÀÄ ¸ÀPÁđgÀ¢AzÀ ¤AiÉÆĂfvÀ ¹§âA¢AiÀÄ K¦æĂ¯ï-13 jAzÀ ªÀiÁZÀđ-14gÀ ªÀgÉV£À ªÉĂvÀ£ÀzÀ ©®Äè. (K¦æĂ¯ï-13),Pay bill of Old hubli hosp. Govt. staff for April-13 to March-14. (April-13).,30-Apr-13,93510,30-Apr-13,93510
4316,616,26-Apr-13,55374,Staff Salary and benifits,Staff Salary 2012-13,"Deputy Chief Medical Officer, Torvigalli, Hu",vÉÆgÀ«UÀ°è zÀªÁSÁ£ÉAiÀÄ ¸ÀPÁđgÀ¢AzÀ ¤AiÉÆĂfvÀ ¹§âA¢AiÀÄ K¦æĂ¯ï-13 jAzÀ ªÀiÁZÀđ-14 gÀ ªÀgÉV£À ªÉĂvÀ£ÀzÀ ©®Äè. (K¦æĂ¯ï-13),"Pay bill of Torvigalli Hosp. Hbl, Govt. Staff for the month of April-13 to March-14.",30-Apr-13,57160,30-Apr-13,57160
4317,648,26-Apr-13,55310,Staff Salary and benifits,Staff Salary 2012-13,"A H O, Myadar Oni Hospital",ªÀiÁåzÁgÀ NtÂ zÀªÁSÁ£ÉAiÀÄ ¸ÀPÁđgÀ¢AzÀ ¤AiÉÆĂfvÀ ¹§âA¢AiÀÄ K¦æĂ¯ï-13 jAzÀ ªÀiÁZÀđ-14 gÀªÀgÉV£À ªÉĂvÀ£ÀzÀ ©®Äè. (K¦æĂ¯ï-13),Pay bill  of Madar Oni hosp. for Govt.Staff April-12 to March-13 (April.-13),30-Apr-13,49360,30-Apr-13,49360
4318,628,26-Apr-13,55398,Staff Salary and benifits,Staff Salary 2012-13,"Deputy Chief Medical Officer, Ganesh Peth",UÀuÉĂ±À¥ÉĂmÉ zÀªÁSÁ£ÉAiÀÄ ¸ÀPÁđgÀ¢AzÀ ¤AiÉÆĂfvÀ ¹§âA¢AiÀÄ K¦æĂ¯ï-13 jAzÀ ªÀiÁZÀđ-14gÀ ªÀgÉV£À ªÉĂvÀ£ÀzÀ ©®Äè. (K¦æĂ¯ï-13),Pay bill of Ganeshpet hosp. Govt. staff for April-13 to March-14.,30-Apr-13,21930,30-Apr-13,21930
4319,666,26-Apr-13,55424,Staff Salary and benifits,Staff Salary 2012-13,EE North,J¦æ¯ï 2013 gÀ ¸ÀgÀPÁj D¢üPÁjUÀ¼À ªÉĂvÀ£À ©®Äè,April 2013 salary bill (Govt. Staff),30-Apr-13,85349,30-Apr-13,85349
4320,652,26-Apr-13,55418,Staff Salary and benifits,Staff Salary 2012-13,EE South,ªÀÄºÁ£ÀUÀgÀ ¥Á°PÉAiÀÄ PÁAiÀÄđ¤ªÁđºÀPÀ EAf¤ĂAiÀÄgï (zÀQët) PÀZÉĂjAiÀÄ ¸ÀgÀPÁj ¤AiÉÆĂfvÀ ¹§âA¢ K¦æĂ¯ï-2013 wAUÀ½£À ªÉĂvÀ£À ©®Äè.,Salary bill of Govt. Staff of Executive Engineer (South) Office for the month of April-2013,30-Apr-13,135201,30-Apr-13,135201
4321,641,26-Apr-13,55375,Staff Salary and benifits,Staff Salary 2012-13,Superintend Engineer,¸ÀPÁđj ¹§âA¢AiÀÄ K¦üæĂ¯ï-2013 £ÉĂ wAUÀ½£À ªÉĂvÀ£À ©®Äè.,Paybill of Goverement staff for the month of April-2013,30-Apr-13,142340,30-Apr-13,142340
4322,705,27-Apr-13,55446,Staff Salary and benifits,Staff Salary 2012-13,Phatake S S,²æĂ. J¸ï.J¸ï.¥sÀlPÉ PÁ.¤.C («) EªÀgÀ K¦æĂ¯ï 2013 £ÉĂ wAUÀ¼À ªÉĂvÀ£À ©¯ï ¸ÀAzÁAiÀÄ PÀÄjvÀÄ.,"Payment for Shri S.S.Patake Exective Engineer Electrical, Hubli for the month of April 2013",30-Apr-13,68360,30-Apr-13,68360
4323,650,26-Apr-13,55303,Staff Salary and benifits,Staff Salary 2012-13,Chief Auditor,ªÀÄÄRå ¯ÉPÀ̀ ¥Àj±ÉÆĂzsÀPÀgÀ PÀZÉĂj ºÀÄ.zsÁ.ªÀÄ.¥Á ºÀÄ§â½î F PÀZÉĂjAiÀÄ gÁ.¯É.¥À ¹§âA¢AiÀÄ ªÉĂvÀ£À ©®è J¦æ¯ï  2013,"Chief Audit Office HDMC Hubli, Govt Staff Salary bill for the month of 1-4-2013 to 31-3-2014.",30-Apr-13,218090,30-Apr-13,218090
4324,735,30-Apr-13,55472,Staff Salary and benifits,Staff Salary 2012-13,Commissioner HDMC Hubli,ºÀÄ.zsÁ.ªÀÄ.¥Á°PÉAiÀÄ DAiÀÄÄPÀÛgÀ K¦æ¯ï 2013gÀ ªÉĂvÀ£À ©®Äè,Salary Bill for the month of April 2013 of Commissioner HDMC Hubli,30-Apr-13,49620,30-Apr-13,49620
4325,669,26-Apr-13,55346,Staff Salary and benifits,Staff Salary 2012-13,Aravind R P (A E E),²æĂ Dgï.¦.CgÀ«AzÀ ¸ÀºÁAiÀÄPÀ PÁAiÀÄđ¤ªÁđºÀPÀ EAd¤ĂAiÀÄgÀgÀÄ (AiÉÆĂd£É) ºÀÄ§â½î EªÀgÀ ¸À£ï-2013-14 £ÉĂ ¸Á°£À ¥ÀUÁgÀ ©®Äè ¸ÀAzÁAiÀÄ ªÀiÁqÀÄªÀ PÀÄjvÀÄ.,"Salary bill to Shri R.P.Aravind, Asst. Executive Engineer (Project) HUbli, from the period of 01-04-2013 to 01-04-2014",30-Apr-13,49965,30-Apr-13,49965
4326,709,27-Apr-13,55463,Staff Salary and benifits,Staff Salary 2012-13,EE SWM,"PÁAiÀiÁđ¤ªÁđºÀPÀ C©üAiÀÄAvÀgÀgÀÄ (J¸ï.qÀ§Æè.JªÀiï) PÀbÉĂj ¸ÀPÁđj ¤AiÉÆĂfvÀ ¹§âA¢AiÀÄªÀgÀ ªÉĂvÀ£À ¤ĂqÀÄªÀ PÀÄjvÀÄ. (²æĂ. gÀ«Ă±ï f.PÉ, ²æĂ. VjĂ±À © vÀ¼ÀªÁgÀ ºÁUÀÆ ²æĂªÀÄw. PÉ J¸ï £ÀAiÀi£Á)",Gov Staff Payment,30-Apr-13,134376,30-Apr-13,134376
4327,644,26-Apr-13,55343,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 10,"ªÀ®AiÀÄ PÀZÉĂj £ÀA.10 gÀ°è PÁAiÀÄđ¤ªÀđ""¸ÀÄwÛgÀÄªÀ ²æĂ Dgï. J¸ï. PÀÄ®PÀtÂđ ¸À.D ºÁUÀÆ ©.¹ PÀnÖªÀÄ¤ J.zÀ¸À. D¦üĂ¸ï ¹§âA¢AiÀÄ J¦æĂ® 2013 gÀ ªÉĂvÀ£À ©®è.",Office Staff Payment Sri. R.S. Kulkarni A.C. and B. C Kattiamni S.D.A. Bill  for the month of  April  2013,30-Apr-13,80320,30-Apr-13,80320
