S. No,Br. No,Br. Date ,Recid,Main_Category,Passed_Category,Contractor_name,Description_Kan,Description_Eng,Bill Pass Date,Bill Pass Amt,Paid Date,Paid Amt
5830,901,07-May-12,47906,SFC Fund,SFC Fund-7.25%-2011-12,Meenakshi Nimbalkar,zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 12 ªÁqÀđ £ÀA 22 ±ÉĂ 7.25% gÀ CrAiÀÄ°è ±ËZÁ®AiÀÄ ¤«Äđ¹PÉÆ¼Àî®Ä ¸ÀºÁAiÀÄ zsÀ£À ¤ĂqÀÄªÀ §UÉÎ. («ÄĂ£ÁQë ¤A¨Á¼ÀPÀgÀ),Ward -22 Sanction of fund for Toilet Construction under 7.25 Scheme.  ( Meenakshi Nimbalakar),05-Oct-12,5000,11-Oct-12,5000
5831,3068,20-Jul-12,48426,SFC Fund,SFC Fund-7.25%-2011-12,Principal B V B College of Engineering and Technology Vidyanagar Hubli,zÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 01 ªÁqÀđ £ÀA 02 ¥Á°PÉAiÀÄ ±ÉĂPÀqÁ 7.25% AiÉÆĂd£ÉAiÀÄr ²PÀëtÚPÁ̀V ¸ÀºÁAiÀÄzsÀ£À ¤ĂqÀÄªÀ PÀÄjvÀÄ ªÀÄAdÄ¼Á gÉĂªÀtPÀgÀ,Regarding Study bill under 7.25% of Km Manjula G Revanakar,05-Oct-12,5000,11-Oct-12,5000
5832,4983,25-Sep-12,50331,SFC Fund,SFC Fund-7.25%-2011-12,Raju Mareppa. Welakar,zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 02 ªÁqÀđ £ÀA 09 gÀºÀªÁ¹ ²æĂ gÁdÄ JªÀiï ªÉ®PÀgÀ ¥ÀPÁ̀ ªÀÄ£ÉUÁV ¸ÀºÁzsÀ£À ªÀÄAdÆj ªÀiÁqÀÄªÀ PÀÄjvÀÄ.,Payment regarding for House  to  Shri Shri Raju M Welakar at ward No 09 Dharwad,05-Oct-12,30000,11-Oct-12,30000
5833,5184,03-Oct-12,49582,SFC Fund,SFC Fund-7.25%-2011-12,Jannatabi H Navalgund,7.25gÀ C£ÀÄzÁ£ÀzÀr ±ËZÁ®AiÀÄ ¤ªÀiÁđt ªÀiÁrPÉÆqÀÄªÀ PÀÄjvÀÄ.( d£ÀßvÀ© £ÀªÀ®UÀÄAzÀ),Regarding  Toilet Construction under 7.25  Scheme. ( Jannatabi Navalgund),05-Oct-12,10000,11-Oct-12,10000
5834,4905,24-Sep-12,50242,SFC Fund,SFC Fund-7.25%-2011-12,Principal J G College of Commerce Vidyanagar Hubli,ºÀÄ§â½î-zsÁgÀªÁqÀ ªÀÄºÁ£ÀUÀgÀ ¥Á°PÉ ªÀ®AiÀÄ PÀZÉĂj £ÀA.05gÀ°è  ªÁqÀđ £ÀA 27 EªÀgÀ 7.25% gÀ C£ÀÄzÁ£ÀzÀ CrAiÀÄ°è §gÀÄªÀ ²PÀëtPÉ̀ ¸ÀºÁAiÀÄzsÀ£À ¸ÀAzÁAiÀÄzÀ §UÉÎ. (C£Àß¥ÀÆtđ r ±ÉlÖ£ÀUËqÀæ),Hubli-Dharwad Municipal Corporation Under 7.25% Education Fund of  Annapurna Shettanagoudar,04-Oct-12,5000,11-Oct-12,5000
5835,2392,26-Jun-12,46927,SFC Fund,SFC Fund 2011-12,Goggi D.N.,ºÀÄ.«.ªÁqÀđ £ÀA 63 gÀ ¸ÀzÁ²ªÀ £ÀUÀgÀ §qÁªÀuÉ 5 ºÁUÀÆ 6 £ÉĂ PÁæ¸ÀzÀ°è PÁAQæĂl PÁªÀÄUÁj ªÀiÁqÀÄªÀÅzÀÄ,Concrete Paving road works at Sadashiv nagar Roads in ward No : 63,06-Sep-12,1364999,16-Oct-12,1364999
5836,5523,11-Oct-12,40407,SFC Fund,SFC Fund-22.75%-2010-11-45%Development,Doddamani N.M.,"ºÀÄ.«.ªÁqÀđ £ÀA. 50 gÀ ªÀÄAlÆgÀ gÀ¸ÉÛ ¸ÀÄtÚzÀ§nÖ 1, 2, 3, 4, 5 £ÉĂ PÁæ¸À£À°è M¼ÀZÀgÀAr PÉÆ¼ÀªÉ ºÁPÀÄªÀÅzÀÄ. ªÀÄAlÆgÀ gÉÆĂqÀ ¸ÀÄtÚzÀ §mÉÖ ¥ÀæzÉĂ±ÀzÀ ¸ÀÄvÀÛ ªÀÄÄvÀÛ°Ă£À gÀ¸ÉÛUÀ½UÉ ªÉÄl°AUÀ ªÀiÁqÀÄªÀzÀÄ","zonal no 8 ward no 50 Mantur road sunnad batti 1,2,3,4,5th cross UGD chamber work .",16-Oct-12,1549331,16-Oct-12,1549331
5837,4685,12-Sep-12,47022,SFC Fund,SFC Fund 2011-12,Shivaprasad T.,ºÀÄ.«.zÀ.ªÁ£ÀA.41 gÀ ºÉUÉÎĂj ¹zÁƯgÀÆqsÀ£ÀUÀgÀzÀ°è UÀmÁgÀ ¤«Äđ¸ÀÄªÀzÀÄ. ºÀÄ.«.ªÁqÀđ £ÀA. 41 gÀ ºÉUÉÎĂj DAiÀÄÄđªÉĂ¢PÀ PÁ¯ÉĂd JzÀÄj£À gÀ¸ÉÛUÉ PÁAQæĂmï ¥ÉĂ«AUÀ ªÀiÁqÀÄªÀÅzÀÄ.,Construction of drains to Heggeri Siddaroodangar in ward No.41 at Hubli,17-Oct-12,1428705,18-Oct-12,1428705
5838,1049,11-May-12,47921,SFC Fund,SFC Fund(22.75%)-2011-12-55% Others,Nagavva Naregall,"7.25 gÀ CrAiÀÄ°è ±ËZÁ®AiÀÄ ¤""Äđ¹PÉÆ¼Àî®Ä ¸ÀºÁAiÀÄ zsÀ£À ¤ĂqÀÄªÀ §UÉÎ. ( £ÁUÀªÁé AiÀÄªÀÄ£À¥Àà £ÀgÉUÀ®è)",Ward -22 Sanction of fund for Toilet Construction under 7.25 Scheme.  ( Nagavva Yamanappa Naregall),12-Oct-12,5000,18-Oct-12,5000
5839,4938,25-Sep-12,48213,SFC Fund,SFC Fund(22.75%)-2011-12-55% Others,Yallappa Revadihal,"zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 12 ªÁqÀđ £ÀªÀÄ 21 ±ÉĂPÀqÁ 22.75 gÀ CrAiÀÄ°è ±ËZÁ®AiÀÄ ¤""Äđ¹PÉÆ¼Àî®Ä  zsÀ£À ¸ÀºÁAiÀÄ ¤ĂqÀÄªÀ §UÉÎ  ( AiÀÄ®è¥Àà ªÀÄºÁzÉĂªÀ¥Àà gÉĂªÀrºÁ¼À)",Sanction Of Fund for   Toilet Construction  under 22.75 %  (Yallappa mahadevappa Revadihal),12-Oct-12,10000,18-Oct-12,10000
5840,4984,25-Sep-12,48247,SFC Fund,SFC Fund(22.75%)-2011-12-55% Others,Yallavva R Pujar,"zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 12 ªÁqÀđ £ÀA 22gÀ ±ÉĂ 22.75% gÀ CrAiÀÄ°è ±ËZÁ®AiÀÄ ¤""Äđ¹PÉÆ¼Àî®Ä ¸ÀºÁAiÀÄ zsÀ£À ¤ĂqÀÄªÀ §UÉÎ. ( AiÀÄ®èªÀé gÉªÀt¥Áà ¥ÀÆeÁgÀ)",Ward -22 Sanction of fund for Toilet Construction under 22.75 Scheme. (Yallavva Revanappa Pujar),12-Oct-12,5000,18-Oct-12,5000
5841,5167,29-Sep-12,50467,SFC Fund,SFC Fund-7.25%-2012-13,Dadapeer.  Khalandarsab. Kundgol Dharwad,zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 02 ªÁqÀđ £ÀªÀÄ 10  gÀºÀªÁ¹ ²æĂ zÁzÁ¦ĂgÀ R®AzÀgÀ¸Á§. PÀÄAzÀUÉÆĂ¼À ¥ÀPÁ̀ªÀÄ£É ¤ªÀiÁđtPÁV ¸ÀºÁzsÀ£À ªÀÄAdÆj ªÀiÁqÀÄªÀ PÀÄjvÀÄ.,Payment regarding for Construction of Pakka House to  Shri Dadapersab. Khalandarsab. Kundgol at ward No 10  Dharwad,05-Oct-12,30000,19-Oct-12,30000
5842,5770,18-Oct-12,51055,SFC Fund,SFC Water Supply Scarcity 10-11(237lakhs),Executive Engineer Karnatak Water Board HDWS Maintenance Division Hubli,"ºÀÄ§â½î ±ÀºÀgÀzÀ ªÁ. £ÀA. 39, 42 & 66 gÀ°è PÀÄrAiÀÄÄªÀ ¤Ăj£À ¸ÀªÀÄ¸Éå ¤V¸ÀÄªÀ zÀÈ¶×¬ÄAzÀ J¸ï.J¥sï.¹ C£ÀÄzÁ£ÀzÀr QæAiÀiÁ AiÉÆĂd£É §UÉÎ.","Improvements of water supplyat W no39, 42 & 46 in Hubli City under action plans scheme (SFC)Grants",30-Oct-12,1400000,31-Oct-12,1400000
5843,5799,19-Oct-12,33873,SFC Fund,SFC Fund 2010-11,Saraf S.R.,ªÁqÀđ £ÀA 40 ¦æAiÀÄzÀ²đ¤ PÁ®¤ gÉÆĂlj ¸ÀÆ̀®»A¢£À G¥À G¥ÀgÀ¸ÉÛUÀ¼À°è M¼ÀZÀgÀAr PÉÆ¼ÀªÉ ºÁPÀÄªÀÅzÀÄ Dgï.J£ï.±ÉnÖ gÀ¸ÉÛ¬ÄAzÀ £ÁUÀ°AUÀ£ÀUÀgÀ ªÀiÁUÀđªÁV D£ÀAzÀ£ÀUÀgÀ gÀ¸ÉÛUÉ PÀÆqÀÄªÀ gÀ¸ÉÛ PÁAQæĂl ªÀiÁqÀÄªÀÅzÀÄ ¥Á«¸ÀPÀgÀ ¯ÉĂOl£À°è PÉÆ¼ÀªÉ ºÁPÀÄªÀÅzÀÄ,Providing and Laying UGD line at Priyadarshini colony behind Rotary school sub road and Pavuskar layout and Providing concrete paving from RN Sheety Road to Anand Nagar Road in Ward No 40,31-Oct-12,0,03-Nov-12,0
5844,5059,26-Sep-12,46928,SFC Fund,SFC Fund 2011-12,Goggi D.N.,"EAqÉAmï £ÀA.2955, ºÀÄ.«.ªÁqÀđ £ÀA 67 gÀ°è §¤ß ªÀÄºÁPÁ½£ÀUÀgÀzÀ°è M¼ÀgÀ¸ÉÛUÀ½UÉ PÁAQæĂl ¥ÉĂ«AUï ªÀiÁqÀÄªÀÅzÀÄ. 2) ºÀÄ.«.ªÁ.£ÀA.67 §¤ß ªÀÄºÁPÁ½£ÀUÀgÀzÀ°è (zÉÆqÀØPÉĂj ºÀwÛgÀ) M¼ÀgÀ¸ÉÛUÀ½UÉ PÁAQæĂmï ¥ÉĂ«AUï ªÀiÁqÀÄªÀÅzÀÄ.",Concrete paving Road works at Banni Mahakali Nagar Roads in ward No : 67,31-Oct-12,1367081,03-Nov-12,1367081
5845,5741,17-Oct-12,47563,SFC Fund,SFC Fund 2011-12,Patil Basanagouda S,ºÀÄ.«.ªÁqÀđ £ÀA 66 gÀ°è bÀ©â ¥ÁèlzÀ°è M¼ÀZÀgÀAr PÉÆ¼ÀªÉ ºÁPÀÄªÀÅzÀÄ ºÁUÀÆ ±ÁSÉUÀ¼À£ÀÄß PÀlÄÖªÀÅzÀÄ.,Regarding UGD line works at chabbi plot Roads in ward No 66,31-Oct-12,134781,03-Nov-12,134781
5846,5345,06-Oct-12,48762,SFC Fund,SFC Fund 2011-12,Sureban A.B.,"EAqÉAmï £ÀA.2927, ºÀÄ.«.zÀ ªÁqÀđ £ÀA 43 gÀ ®wÛ¥ÉĂl M¼À¨sÁUÀ gÀ¸ÉÛUÀ½UÉ qÁA§jĂPÀgÀt ªÀiÁqÀÄªÀÅzÀÄ",Regarding Black top road works at lattipeth Roads inw ard No : 43,31-Oct-12,1082837,03-Nov-12,1082837
5847,3643,09-Aug-12,48403,SFC Fund,SFC Fund 2011-12,M/s N. S. Nayak and Sons,ºÀÄ.«.ªÁqÀđ £ÀA 33 gÀ ¸ÀªÉAvÀ qÉĂ ¸ÀÆ̀¯ï ¥ÀPÀ̀zÀ gÀ¸ÉÛUÀ½UÉ qÁA§jĂPÀgÀt ªÀiÁqÀÄªÀÅzÀÄ,Regarding Concrete Paving Road works at seventh day school road in ward No : 33,11-Oct-12,1016773,08-Nov-12,1016773
5848,5672,16-Oct-12,47867,SFC Fund,SFC Fund 2011-12,Abhay Constructions Hubli,ºÀÄ§â½î «¨sÁUÀzÀ ªÁqÀđ £ÀA 38 gÀ D£ÀAzÀ £ÀUÀgÀ M¼ÀgÀ¸ÉÛUÀ¼À°è PÁAQæĂl ¥sÉĂ«AUï ªÀiÁqÀÄªÀÅzÀÄ.,Concrete paving Road works at Anada Nagar Roads in ward No : 38,06-Nov-12,287953,08-Nov-12,287953
5849,5429,09-Oct-12,50784,SFC Fund,SFC Fund(22.75%)-2011-12-55% Others,Raju Basappa Angari,zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 01 ªÁqÀđ £ÀA 01 ²æĂ gÁdÄ §¸À¥Àà CAUÁj EªÀjUÉ 22.75% AiÉÆĂd£ÉAiÀÄr ±ËZÁ®AiÀÄPÁ̀V ¸ÀºÁAiÀÄzsÀ£À ¤ĂqÀÄªÀ PÀÄjvÀÄ,Regarding toilet construction of shri Raju B Angari of Shakti colony under 22.75%,02-Nov-12,10000,08-Nov-12,10000
5850,6029,31-Oct-12,50151,SFC Fund,SFC Fund(22.75%)-2011-12-55% Others,Santosh  Revadihal,zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 12 ªÁqÀđ £ÀA 22 ±ÉĂ 22.75% gÀ CrAiÀÄ°è  ±ËZÁ®AiÀÄ ¤«Äđ¹PÉÆ¼Àî®Ä ¸ÀºÁAiÀÄ zsÀ£À ¤ĂqÀÄªÀ §UÉÎ. ( ¸ÀAvÉÆĂµÀ   gÉĂªÀrºÁ¼À),Ward -22 Sanction of fund for Toilet  Septic Tank Construction under 22.75 Scheme.  ( Santosh  Revadihal),02-Nov-12,10000,08-Nov-12,10000
5851,6030,31-Oct-12,50144,SFC Fund,SFC Fund(22.75%)-2011-12-55% Others,Sarswati Basavaraj Shirahatti,zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 12 ªÁqÀđ £ÀA 22 ±ÉĂ 22.75% gÀ CrAiÀÄ°è  ±ËZÁ®AiÀÄ ¤«Äđ¹PÉÆ¼Àî®Ä ¸ÀºÁAiÀÄ zsÀ£À ¤ĂqÀÄªÀ §UÉÎ. (¸ÀgÀ¸Àéw ²gÀºÀnÖ ),Ward -22 Sanction of fund for Toilet  Construction under 22.75 Scheme.  Saraswati  Shirahatti ),02-Nov-12,5000,08-Nov-12,5000
5852,6034,31-Oct-12,50150,SFC Fund,SFC Fund(22.75%)-2011-12-55% Others,Shivaprasad Yallappa Hubballi,"zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 12 ªÁqÀđ £ÀA 22 ±ÉĂ 22.75% gÀ CrAiÀÄ°è  ±ËZÁ®AiÀÄ ¤""Äđ¹PÉÆ¼Àî®Ä ¸ÀºÁAiÀÄ zsÀ£À ¤ĂqÀÄªÀ §UÉÎ. (²ªÀ¥Àæ¸ÁzÀ AiÀÄ®è¥Àà ºÀÄ§â½î)",Ward -22 Sanction of fund for Toilet  Septic Tank Construction under 22.75 Scheme.  Shivaprasad  Yallappa Hubballi  ),02-Nov-12,10000,08-Nov-12,10000
5853,5154,28-Sep-12,50699,SFC Fund,SFC Fund-7.25%-2011-12,Nagaraj H Kenchanagoudar,zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 01 ²æĂ £ÁUÀgÁd PÉAZÀ£ÀUËqÀgÀ EªÀjUÉ ¥ÀPÁ̀ ªÀÄ£É ¤ªÀiÁđtPÁ̀V ¸ÀºÁAiÀÄzsÀ£À ¤ĂqÀÄªÀ PÀÄjvÀÄ ±ÉĂ 7.25% AiÉÆĂd£ÉAiÀÄr,Regarding Pakka House construction of 725 of shri Nagaraj Kenchanagoudar of Saptapur,02-Nov-12,20000,08-Nov-12,20000
5854,5851,20-Oct-12,46868,SFC Fund,SFC Fund-7.25%-2011-12,Umrajabegaum A Sangreshakoppa,zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA.3gÀ 2011-12£ÉĂ ¸Á°£À ªÁqÀđ 5gÀ  ²æĂªÀÄw. GªÀÄgÁd¨ÉĂUÀA vÀA. C§ÄƯ®SÁzÀgÀ ¸ÀAUÉæĂ±ÀPÉÆ¥Àà ±ÉĂ.7.25% gÀ J¸ï.J¥sï.¹. C£ÀÄzÁ£ÀzÀrAiÀÄ°è ¥ÀPÁ̀ ªÀÄ£É ¸ÀºÁAiÀÄzsÀ£À ªÀÄAdÆj ªÀiÁqÀÄªÀ PÀÄjvÀÄ.,"Dharwad Division Zonal No.3 Construction of House repiar 7.25% of Smt. Umarajbegum. A. Snagreshakoppa, in W.No. 5",02-Nov-12,30000,08-Nov-12,30000
5855,6041,31-Oct-12,51176,SFC Fund,SFC Fund-7.25%-2011-12,Manjunath M Hiremath,zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 01 ªÁqÀđ £ÀA 01 ±ÉĂ 7.25% AiÉÆĂd£ÉAiÀÄr ±ËZÁ®AiÀÄ ¤ªÀiÁđtPÁ̀V ¸ÀºÁAiÀÄzsÀ£À ¤ĂqÀÄªÀ PÀÄjvÀÄ ²æĂ ªÀÄAdÄ£ÁxÀ »gÉĂªÀÄoÀ,Regarding Toilet construction under 7.25% of shri Manjunath Hiremath of ward no 01 Dharwad,02-Nov-12,10000,08-Nov-12,10000
5856,5525,11-Oct-12,48813,SFC Fund,SFC Fund 2011-12,Bhimappa N.F.,zsÁ.«.ªÁqÀđ £ÀA 15 gÀ «Ä²£À PÀA¥ËAqÀ G¥À gÀ¸ÉÛUÀ¼À ¸ÀÄzsÁgÀuÉ ªÀiÁqÀÄªÀÅzÀÄ ºÁUÀÆ ºÉÆ£ÀßwÛ ZÁ¼À¢AzÀ §ÈAzÁªÀ£À ¯ÉĂOl ªÀÄÄSÁªÀÄvÀgÀ ²ªÀ¥ÀÆgÀ PÁ¼À¤UÉ ¸ÉĂgÀÄªÀ gÀ¸ÉÛUÉ vÉgÉzÀ ZÀgÀAr ¤«Äđ¸ÀÄªÀÅzÀÄ,Regarding Drain and roads Maintenance  works at mishin compund Roads in ward no : 15,09-Nov-12,1358349,09-Nov-12,1358349
5857,5996,30-Oct-12,51300,SFC Fund,SFC Fund-7.25%-2011-12,Modinsab I. Dhobi,¸À£ï 2011-12£ÉĂ ¸Á°£À ±ÉĂ 7.25% gÀ AiÉÆĂd£É Cr ªÀÄ£É zÀÄgÀ¸ÉÜUÁV ¸ÀºÁAiÀÄzsÀ£À ¤ĂqÀÄªÀ PÀÄjvÀÄ. ²æĂ. ªÉÆĂ¢£À¸Á§ E. zÉÆĂ©,Providing Economic help by Repairs to home. Modinsab I. Dhobi Under 7.25% Skim in 2011-12,15-Nov-12,10000,17-Nov-12,10000
5858,5999,30-Oct-12,51303,SFC Fund,SFC Fund-7.25%-2011-12,Yallavva N Roddanavar,¸À£ï 2011-12£ÉĂ ¸Á°£À ±ÉĂ 7.25% gÀ AiÉÆĂd£É Cr ªÀÄ£É zÀÄgÀ¸ÉÜUÁV ¸ÀºÁAiÀÄzsÀ£À ¤ĂqÀÄªÀ PÀÄjvÀÄ. ²æĂªÀÄw. AiÀÄ®èªÀé ¤Ă. gÉÆqÁØ£ÀªÀgÀ,Providing Economic help by Repairs to home. Yallavva N. Roddanavar Under 7.25% Skim in 2011-12,15-Nov-12,10000,17-Nov-12,10000
5859,6122,06-Nov-12,49030,SFC Fund,SFC Fund 2011-12,Hulamani F.D.,zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 02 ªÁqÀđ  £ÀA 07 gÀ°è vÉgÉzÀ ZÀgÀAr ¤ªÀiÁđt ªÀÄvÀÄÛ gÀ¸ÉÛ ¸ÀÄzsÁgÀuÉ ªÀiÁqÀÄªÀÅzÀÄ,Repairs and maintenance Roads works and Drain works in ward No : 07,17-Nov-12,1194496,20-Nov-12,1194496
5860,4741,14-Sep-12,50252,SFC Fund,SFC Fund(22.75%)-2011-12-55% Others,"Finance Officer, Karnataka University, Dharwad",zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 01 ªÁqÀđ £ÀA 02gÀ ºÀÄqÉÆ̀Ă PÁ®¤ ¸ÁzsÀ£ÀPÉĂj zsÁgÀªÁqÀzÀ ²æĂ gÁdÄ £ÀgÉĂUÀ¯ï EªÀjUÉ ²PÀëtPÁ̀V ¸ÀºÁAiÀÄzsÀ£À ¤ĂqÀÄªÀ PÀÄjvÀÄ,Regarding study bill of raju naregal of ward no 02 sadhankeri Dharwad,16-Nov-12,5000,20-Nov-12,5000
5861,6024,31-Oct-12,50149,SFC Fund,SFC Fund(22.75%)-2011-12-55% Others,Basappa  Revadihal,"zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 12 ªÁqÀđ £ÀA 22gÀ ±ÉĂ 22.75% gÀ CrAiÀÄ°è  ±ËZÁ®AiÀÄ ¤""Äđ¹PÉÆ¼Àî®Ä ¸ÀºÁAiÀÄ zsÀ£À ¤ĂqÀÄªÀ §UÉÎ. (§¸À¥Àà gÉĂªÀrºÁ¼À)",Ward -22 Sanction of fund for Toilet  Septic Tank Construction under 22.75 Scheme ( Basappa Revadihal),16-Nov-12,10000,20-Nov-12,10000
5862,6473,19-Nov-12,48046,SFC Fund,SFC Fund(22.75%)-2011-12-55% Others,Chairman Department of Economics Karnataka University Dharwad,22.75% gÀ CrAiÀÄ°è «zÁå¨Áå¸ÀPÁ̀V ¸ÀºÁAiÀÄ zsÀ£À ¤ĂqÀÄªÀ §UÉÎ. PÀÄ.¸ÀgÀ¸Àéw wUÀr,Ward -16 Sanction of fund for Education  under 22.75% Scheme Saraswati Tigadi,19-Nov-12,5000,20-Nov-12,5000
5863,900,07-May-12,47917,SFC Fund,SFC Fund-7.25%-2011-12,Kavatekar Gangavva,"zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 12 ªÁqÀđ £ÀA 22 ±ÉĂ 7.25% gÀ CrAiÀÄ°è ±ËZÁ®AiÀÄ ¤""Äđ¹PÉÆ¼Àî®Ä ¸ÀºÁAiÀÄ zsÀ£À ¤ĂqÀÄªÀ §UÉÎ. ( UÀAUÀªÁé ¥ÀgÀ¸À¥Áà PÀªÀmÉPÀgÀ)",Ward -22 Sanction of fund for Toilet Construction under 7.25 Scheme.  ( Gangavva Parasappa  Kavatekar),16-Nov-12,10000,20-Nov-12,10000
5864,6043,31-Oct-12,46214,SFC Fund,SFC Fund-7.25%-2011-12,Moulasab Imamsab Dharwad,"ªÁqÀđ £ÀA. 62 gÀ ²æĂ ªÀiË¯Á¸Á§ zsÁgÀªÁqÀ, ©ĂgÀ§AzÀ NtÂ, ºÀ¼ÉĂ ºÀÄ§â½î. EªÀjUÉ ±ÉĂ. 7.25%gÀ (55%) C£ÀÄzÁ£À CrAiÀÄ°è ¥ÀPÁ̀ ªÀÄ£É ¤ªÀiÁđtPÉ̀ ¸ÀºÁAiÀÄzsÀ£À ¤ĂqÀÄªÀ PÀÄjvÀÄ.","Construction House of Under 7.25% Schmme Sri Moulasab  Dharwad, Birband Oni, Old Hubli. At Ward No.62",16-Nov-12,20000,20-Nov-12,20000
5865,5706,17-Oct-12,48320,SFC Fund,SFC Fund-7.25%-2011-12,Parvatevva. Karasiddayyanamath,zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 02 ªÁqÀđ £ÀA 10 gÀºÀªÁ¹ ²æĂªÀÄw ¥ÁªÀđvÉªÀé PÀj¹zÀƯAiÀÄå£ÀªÀÄoÀ ¥ÀPÁ̀ªÀÄ£É ¤ªÀiÁđtPÁ̀V ¸ÀºÁzsÀ£À ªÀÄAdÆj ªÀiÁqÀÄªÀ PÀÄjvÀÄ.,Payment regarding Construction of Pakka House to  Smt Parvatevva M. Karisiddayyanamath  at ward No 10 Dharwad,19-Nov-12,20000,20-Nov-12,20000
5866,5703,17-Oct-12,47093,SFC Fund,SFC Fund-7.25%-2011-12,Shanta Mrithyunjay Shidramshettar,zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 02 ªÁqÀđ £ÀA 07 gÀºÀªÁ¹ ²æĂªÀÄw ±ÁAvÁ ªÀÄÈvÀÄåAdAiÀÄ ²zÁæªÀÄ±ÉlÖgÀ gÀªÀjUÉ ¥ÀPÁ̀ªÀÄ£É ¤ªÀiÁđtPÁ̀V ¸ÀºÁzsÀ£À ªÀÄAdÆj ªÀiÁqÀÄªÀ PÀÄjvÀÄ.,Payment regarding for Construction of Pakka House  or Repair  to  Smt Shanta Mrithyunjar Shidramshettar at ward No 07 Dharwad,19-Nov-12,20000,20-Nov-12,20000
5867,5704,17-Oct-12,48321,SFC Fund,SFC Fund-7.25%-2011-12,Kallavva Sharanappa Mindgudli,zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj  £ÀA 02 ªÁqÀđ £ÀA 10 gÀºÀªÁ¹ ²æĂªÀÄw PÀ®èªÀé ±À. «ÄAqÀUÀÄ¢è ¥ÀPÁ̀ ªÀÄ£É ¤ªÀiÁđtPÁ̀V ¸ÀºÁzsÀ£À ªÀÄAdÆj ªÀiÁqÀÄªÀ PÀÄjvÀÄ.,Payment regarding Construction of pakka House to  Smt Kallavva S Mindagudli at ward No 10 Dharwad,19-Nov-12,20000,20-Nov-12,20000
5868,6330,16-Nov-12,48693,SFC Fund,SFC Fund-7.25%-2011-12,Shantavva. Kanojnavar,zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 02 ªÁqÀđ £ÀA 10 gÀºÀªÁ¹ ²æĂªÀÄw ±ÁAvÁ ZÀ PÀ£ÉÆĂd£ÀªÀgÀ gÀªÀjUÉ ¥ÀPÁ̀ªÀÄ£É ¤ªÀiÁđtPÁ̀V ¸ÀºÁzsÀ£À ªÀÄAdÆj ªÀiÁqÀÄªÀ PÀÄjvÀÄ.,Payment regarding for Construction of Pakka House  to  Smt Shantavva C. Kanojanavar at ward No 10 Dharwad,19-Nov-12,20000,20-Nov-12,20000
5869,5707,17-Oct-12,47091,SFC Fund,SFC Fund-7.25%-2011-12,Shanta Rudrappa. Ambiger,zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 02 ªÁqÀđ £ÀA 10 gÀºÀªÁ¹ ²æĂªÀÄw ±ÁAvÁ gÀÄzÀæ¥Àà CA©UÉĂgÀ gÀªÀjUÉ ¥ÀPÁ̀ªÀÄ£É ¤ªÀiÁđtPÁ̀V ¸ÀºÁzsÀ£À ªÀÄAdÆj ªÀiÁqÀÄªÀ PÀÄjvÀÄ.,Payment regarding for Construction of Pakka House  or Repair  to  Smt Shanta Rudrappa. Ambiger at ward No 08 Dharwad,19-Nov-12,20000,20-Nov-12,20000
